DepartmentName,JobTitle,Zip,Salary
Henderson Elementary,SpEd Support Svcs Coordinator,2351,"$93,290.26"
BPS Quincy Elementary,Teacher,2061,"$103,909.79"
BPS McCormack Middle,Teacher,2062,"$5,352.00"
BPS Tynan Elementary,Teacher,2170,
BPS Special Education,Teacher,2472,"$66,712.62"
BPS Special Education,Teacher,2476,
BPS Guild Elementary,Lead Satellite Attendant B,2128,"$25,096.68"
Warren/Prescott K-8,Lunch Hour Monitors,2129,"$8,250.54"
Info & Instr Technology,Specialist (C),2351,"$85,642.48"
Perry K-8,Paraprofessional,2111,"$15,321.04"
Food & Nutrition Svc,Specialist (C),2021,"$116,133.94"
BPS Trotter Elementary,Part-Time Cafeteria Attendant,2122,"$25,910.45"
BPS East Boston High,Teacher,1880,"$109,413.82"
BPS Burke High,Registrar,2368,"$97,226.56"
BPS Burke High,Program Director (Basas 9A),2916,
BPS Mather Elementary,Paraprofessional,2121,"$3,301.90"
BPS Clap Elementary,Teacher,2121,"$105,211.11"
BPS Murphy Elementary,Teacher,2090,
BPS Hennigan Elementary,Employment Agreement,2130,"$7,200.00"
BPS Fenway High,Teacher,2126,"$61,177.73"
BPS Tynan Elementary,Teacher,2368,"$89,815.76"
English Language Learn,Specialist (BTU),2453,
BPS Equity,One to One Para,2128,
BPS Mather Elementary,Prin Clerk/School Sec 19,2301,"$69,087.98"
BPS Facility Management,Asst Supv Custodians,1902,"$107,576.04"
BPS Human Resource Team,Teacher,2122,
BPS School Safety Service,Lieutenant,2128,"$64,085.50"
BPS Facility Management,Area Manager,2122,"$102,282.46"
BPS Mather Elementary,Asst Principal Elementary,2132,"$127,236.67"
BPS Horace Mann,Principal Middle,2420,
BPS Ellis Elementary,Paraprofessional,2062,"$37,284.45"
BPS O'Bryant School,Prin Clerk/School Sec 21,2119,"$52,360.62"
Jackson/Mann K-8,Paraprofessional,2465,"$41,195.77"
BPS Human Resource Team,Teacher,2132,"$97,840.64"
BPS School Safety Service,Officer-Bps Police,2124,"$48,363.49"
BPS Winship Elementary,Paraprofessional,2136,"$27,482.72"
English Language Learn,Program Director (BASAS 11B),2136,"$128,094.20"
BPS McKinley Middle,Teacher,2359,"$48,685.31"
BPS McKinley Middle,Teacher,2062,"$102,804.51"
BPS Russell Elementary,Teacher,2130,
BPS Human Resource Team,Teacher,2119,
BPS O'Bryant School,Teacher,2136,"$61,236.72"
BPS Madison Park High,Guidance Counselor(1),2186,"$6,276.50"
BPS Beethoven Elementary,Teacher,2368,"$104,165.87"
BPS Mattahunt Elementary,Teacher,2119,
BPS Community Academy,Teacher,2467,"$91,944.12"
Curley K-8,Teacher,2121,"$89,214.80"
Early Learning Services,Coordinator 7,2186,$570.33
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,2053,"$5,758.52"
BPS Adult Education,Prin Clerk Typist 19,2184,"$68,676.40"
Unified Student Svc,Employment Agreement,2119,"$4,060.00"
Chief Financial Officer,Special Assistant (C),2184,"$123,965.24"
BPS Long Term Leave,BPS Bi-Weekly 26 Leave,2050,"$98,108.75"
BPS Human Resource Team,Pr Admin Clerk 29,2121,"$65,341.90"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,2148,"$20,684.61"
Food & Nutrition Svc,Principal Clerk Typist 25,2124,"$55,942.26"
West Zone ELC,SpEd Support Svcs Coordinator,2127,"$106,125.62"
BPS East Boston High,Teacher,2127,"$104,262.64"
West Zone ELC,Teacher,2062,"$89,646.88"
BPS Special Education,Sen Clerk School Sec 766-15B,2121,"$41,542.59"
BPS Health Service,Health Para,2126,"$47,319.27"
BPS Quincy Elementary,Teacher,2445,"$101,327.70"
BPS O'Bryant School,Guidance Counselor(1),2132,"$4,186.69"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,2135,"$53,547.54"
BPS Boston Latin,Teacher,2124,"$98,014.01"
BPS Chittick Elementary,Teacher,2122,"$108,710.99"
BPS O'Bryant School,Teacher,2122,
Mildred Avenue K-8,Teacher,2124,"$104,515.35"
BPS Lee Elementary,Paraprofessional,2188,
BPS Snowden International Hi,Nurse,2171,"$86,049.60"
Kilmer K-8,Paraprofessional,2026,"$23,515.98"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,2664,"$15,527.01"
East Boston EEC,Teacher,2760,"$7,825.68"
BPS Special Education,Community Field Coordinator,2148,"$66,108.64"
BPS Business Service,BPS Worker's Comp Job Class,2136,
Umana Middle,Teacher,2124,"$62,675.43"
"Greenwood, S K-8",Teacher,2136,"$105,429.58"
BPS Winship Elementary,Teacher,2135,"$101,384.30"
BPS Charlestown High,Teacher,2048,"$89,618.58"
Warren/Prescott K-8,Paraprofessional,2128,"$32,605.19"
BPS Special Education,Employment Agreement,2149,"$19,250.00"
BPS Ellis Elementary,Teacher,2170,"$104,550.37"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,1760,"$16,651.63"
BPS Facility Mgmt/A & R,Head Account Clk 31,2184,"$68,676.40"
BPS Perkins Elementary,Lunch Hour Monitors,2169,"$8,748.06"
BPS Mather Elementary,Teacher,2124,"$70,532.83"
BPS Counseling Service,Employment Agreement,2180,"$24,960.14"
BPS School Safety Service,Officer-Bps Police,2119,"$48,547.98"
Chief Operating Officer,Analyst (C),2136,"$78,986.57"
BPS Human Resource Team,Prin Account Clerk 29,2118,"$65,341.90"
BPS Business Service,Head Buyer 33,2125,"$78,137.54"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,2045,"$16,062.70"
BPS McKinley Middle,Asst Program Director (7),2324,"$120,500.12"
Info & Instr Technology,User Support Technician,2132,"$69,163.36"
BPS Facility Mgmt/A & R,Director (E) (non-ac),2131,"$139,751.42"
BPS Timilty Middle,Teacher,2130,
BPS Facility Management,Asst Supv Custodians,2368,"$107,576.04"
BPS Business Service,BPS Worker's Comp Job Class,2368,
BPS Alternative Education,Teacher,2132,"$21,060.50"
BPS Hennigan Elementary,Teacher,1748,"$39,200.00"
BPS Channing Elementary,Teacher,2368,"$108,233.44"
BPS McKinley Middle,SpEd Support Svcs Coordinator,2090,"$114,278.28"
BPS Special Education,Specialist (BTU),2072,"$99,886.24"
BPS East Boston High,Teacher,2136,"$101,314.09"
BPS Irving Middle,Nurse,2072,
Info & Instr Technology,Sen  Program Coord (D),2135,"$115,802.71"
BPS McKinley Middle,Guidance Advisor(1),2041,"$107,307.78"
BPS Mather Elementary,Teacher,2121,"$107,498.04"
BPS Special Education,Teacher,2184,"$104,989.87"
Info & Instr Technology,Assistant Director,2109,"$129,045.02"
BPS Higginson Elementary,Principal Elementary,2136,"$131,984.13"
BPS Human Resource Team,Teacher,2129,"$108,530.86"
BPS Madison Park High,Teacher,2155,
BPS Murphy Elementary,Nurse,2122,"$90,483.31"
Boston Collaborative High Sch,Employment Agreement,2170,"$16,688.20"
Edison K-8,Teacher,2121,"$90,867.81"
Boston Retirement System,Board Member(Ret),2122,"$4,500.08"
BPS Murphy Elementary,Part-Time Cafeteria Attendant,2188,"$14,495.58"
Curley K-8,Teacher,2125,"$101,327.70"
BPS Human Resource Team,Teacher,2026,"$7,198.00"
BPS Manning Elementary,Coordinator 7,2126,"$120,546.79"
BPS Special Education,Teacher,2131,
BPS McKinley Middle,Teacher,2136,
BPS Guild Elementary,Teacher,1940,"$101,039.74"
BPS Quincy Elementary,Teacher,2176,"$1,778.00"
BPS Tynan Elementary,Teacher,2127,"$62,808.54"
Food & Nutrition Svc,Sen Account Clerk 25,1840,"$57,893.42"
BPS Facility Mgmt/A & R,Staff Asst (B),2132,"$90,479.96"
BPS Madison Park High,Part-Time Cafeteria Attendant,2119,"$27,468.05"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,2122,"$31,554.64"
Roosevelt K-8,Principal Middle,2186,"$132,784.15"
BPS School Safety Service,Lieutenant,2035,"$56,003.01"
BPS Everett Elementary,Principal Elementary,2339,"$144,608.87"
BPS Harvard/Kent Elementary,Teacher,1890,"$108,767.59"
BPS Facility Management,Sen Cust C,2124,"$62,255.94"
BPS Transportation,Cab Monitor,2122,"$20,144.39"
Chief Operating Officer,Operational Superintendent,2339,"$157,849.40"
BPS Facility Management,Sen Cust C,2190,"$77,355.95"
BPS Facility Management,Sen Cust C,1879,"$65,635.94"
BPS Substitute Teachers/Nurs,Sub Nurse-Retiree,2127,"$2,877.75"
BPS O'Bryant School,Teacher,2149,"$97,674.74"
BPS Facility Management,Sen Cust C,2180,"$70,685.92"
BPS Facility Management,Sen Cust C,1904,"$71,530.96"
BPS Timilty Middle,Teacher,2138,"$115,540.65"
West Zone ELC,Surround Care Paraprofessional,2131,"$46,106.01"
BPS Hennigan Elementary,Teacher,2030,"$98,994.62"
BPS Alternative Education HS,Teacher,2186,"$88,261.10"
BPS Facility Management,Sen Cust C,1930,"$65,505.94"
BPS Russell Elementary,Teacher,2368,
Property Management,Security Offc (Prot Ser),2129,"$46,308.55"
BPS Facility Management,Sen Cust C,2135,"$67,678.90"
BPS Facility Management,Sen Cust C,2127,"$62,255.94"
BPS Beethoven Elementary,Teacher,2538,"$103,909.79"
BPS Quincy Elementary,Asst Principal Elementary,2132,"$123,559.70"
BPS Mozart Elementary,Library Paraprofessional,1504,"$28,555.77"
BPS Counseling Service,School Psychologist(1),1921,"$106,162.27"
"Kennedy, PJ Elementary",Teacher,2186,"$101,077.23"
BPS East Boston High,Librarian,2128,"$89,618.58"
WREC: Urban Science Academy,Teacher,2021,"$90,580.08"
BPS Facility Management,Sen Cust C/Nights,2126,"$61,563.72"
BPS Condon Elementary,Teacher,2061,"$105,760.97"
BPS Lee Elementary,Teacher,2474,"$105,954.91"
BPS Special Education,Employment Agreement,2021,"$13,485.00"
BPS Roland Hayes Div of Music,Teacher,2128,"$96,591.39"
BPS Adams Elementary,Teacher,2131,"$6,314.17"
BPS Hennigan Elementary,Principal Elementary,2136,"$138,551.85"
Hernandez K-8,Paraprofessional,2026,"$21,533.54"
BPS Mattahunt Elementary,Teacher,2032,"$63,917.62"
BPS Winthrop Elementary,Paraprofessional,2116,"$21,602.90"
BPS Mckay Elementary,Teacher,2127,"$95,267.44"
BPS Special Education,One to One Para,2122,"$45,833.77"
BPS Sumner Elementary,Teacher,2189,"$103,033.19"
BPS Madison Park High,Coordinator (C),2472,"$123,423.92"
BPS Irving Middle,Teacher,2301,"$96,392.47"
Hernandez K-8,Paraprofessional,2151,"$29,953.98"
BPS Horace Mann,Paraprofessional,2461,"$40,248.99"
BPS Horace Mann,Paraprofessional,2115,"$30,427.39"
BPS Horace Mann,Paraprofessional,2131,"$44,374.07"
BPS Special Education,One to One Para,2132,"$48,274.65"
BPS Facility Mgmt/A & R,Asst Director (D) (non ac),2043,"$132,681.82"
BPS Mason Elementary,Teacher,2465,"$99,462.06"
BPS Condon Elementary,Paraprofessional,2125,"$55,980.59"
BPS O'Donnell Elementary,Paraprofessional,2128,"$29,278.10"
West Roxbury Academy,Paraprofessional,2368,"$33,912.61"
BPS Blackstone Elementary,Paraprofessional,2118,"$17,219.23"
BPS Mozart Elementary,Teacher,2780,"$80,760.60"
BPS Human Resource Team,Teacher,2492,"$64,348.57"
BPS English High,Head Staff Assistant 28,2131,"$68,376.10"
BPS Boston Comm Leadership Ac,Asst Headmaster,2136,"$115,975.95"
Roosevelt K-8,Teacher,2126,"$102,108.02"
BPS Hale Elementary,Teacher,2356,"$93,385.85"
Higginson/Lewis K-8,Principal Middle,2368,"$131,348.43"
Higginson/Lewis K-8,Teacher,2368,"$108,337.47"
BPS Russell Elementary,Teacher,2119,"$100,366.20"
Henderson Elementary,Teacher,2186,"$96,591.39"
BPS Counseling Service,School Psychologist(1),2067,"$106,188.97"
BPS Counseling Service,School Psychologist(1),2132,"$103,301.14"
BPS Quincy Elementary,Teacher,2132,"$105,620.47"
BPS Latin Academy,Program Director (Basas 9A),2478,"$118,920.88"
BPS Edwards Middle,Teacher,2445,"$109,801.81"
BPS Bates Elementary,Lunch Hour Monitors,2131,"$8,748.06"
BPS Health Service,Nurse,2090,"$103,301.14"
BPS Human Resource Team,Teacher,2145,"$94,267.63"
Henderson Elementary,Teacher,2093,"$96,591.39"
BPS Condon Elementary,Teacher,2115,"$104,742.87"
Food & Nutrition Svc,Prin Account Clerk 25,2132,"$57,593.38"
BPS McKinley Middle,Guidance Advisor(1),1902,"$99,365.66"
BPS Facility Mgmt/A & R,Sen Specialist (C),2766,"$119,321.17"
BPS Charlestown High,Teacher,2189,
BPS Hennigan Elementary,Paraprofessional,2124,"$37,151.93"
BPS Condon Elementary,Specialist (BTU),2122,"$93,539.69"
HPEC: Com Acd Science & Health,Teacher,2136,"$92,905.62"
BPS Brighton High,Nurse,1810,"$72,266.19"
BPS Roland Hayes Div of Music,Teacher,2125,"$91,280.18"
BPS Human Resource Team,Teacher,2032,"$102,755.79"
BPS School Safety Service,Sergeant-Bps Police,2136,"$55,317.64"
BPS Adams Elementary,Paraprofessional,2128,
BPS Another Course To Colleg,Teacher,2130,"$99,761.54"
BPS Facility Management,Sen Cust C,2131,"$2,463.68"
BPS Quincy Elementary,Teacher,2118,"$101,327.70"
BPS English High,Teacher,2119,"$98,675.18"
BPS Facility Management,Building Services Fleet Mgr,2125,"$111,896.98"
BPS Condon Elementary,Teacher,2135,"$65,949.63"
Research Assess & Eval,Analyst (C),2135,"$121,121.15"
BPS Perkins Elementary,Teacher,2127,"$87,461.13"
WREC: Urban Science Academy,Teacher,2118,"$102,468.09"
BPS Lee Elementary,Paraprofessional,2121,"$32,225.57"
Public Facilities Department,Contracts  Administrator,2136,"$68,814.79"
BPS Boston Latin,Teacher,1581,"$91,056.83"
BPS Chittick Elementary,Teacher,2131,
BPS Counseling Service,School Psychologist(1),1760,"$104,690.77"
BPS Special Education,SpEd Support Svcs Supervisor,1109,
Hernandez K-8,Teacher,2124,"$92,021.81"
BPS Trotter Elementary,Teacher,2136,"$95,790.12"
Jackson/Mann K-8,Teacher,2368,
BPS Hennigan Elementary,Teacher,2067,"$104,008.60"
BPS Sumner Elementary,Teacher,2026,"$96,670.86"
BPS Orchard Gardens K-8 Pilot,Teacher,2021,
BPS Human Resource Team,Teacher,2021,
BPS O'Bryant School,Teacher,2045,"$102,468.09"
BPS Ellis Elementary,Teacher,2045,"$88,963.03"
BPS Special Education,Teacher,2130,"$99,886.24"
BPS Special Education,Sen Clerk School Sec 766-15B,35094,"$27,694.04"
BPS Horace Mann,Teacher,2472,"$104,137.62"
West Zone ELC,Teacher,2176,"$104,290.94"
BPS Horace Mann,Teacher,2169,"$102,780.96"
BPS Brighton High,Nurse,2122,"$105,750.32"
BPS Condon Elementary,Nurse,2124,
Food & Nutrition Svc,Prin Account Clerk 25,2124,"$57,851.67"
BPS Special Education,SpEd Support Svcs Supervisor,2026,"$120,492.06"
BPS Higginson Elementary,Teacher,2021,"$89,814.78"
Roosevelt K-8,Teacher,2052,"$99,657.87"
BPS Bates Elementary,Prin Clerk/School Sec 19,2132,"$51,879.30"
BPS Charlestown High,Teacher,2121,
BPS School Safety Service,Chief of Safety Serv,2021,"$109,596.78"
BPS Murphy Elementary,Sen Clerk-School Secretary 15,2122,"$45,071.74"
Lyndon K-8,Prin Clerk/School Sec 19,2131,"$50,498.50"
West Zone ELC,Prin Clerk/School Sec 19,2718,"$50,995.87"
BPS Horace Mann,Teacher,2066,"$105,363.05"
BPS Athletics,Admin Sec 23,2131,"$54,532.14"
BPS Latin Academy,Teacher,2176,
BPS East Boston High,Teacher,1864,"$6,366.26"
BPS Brighton High,Teacher,2139,
BPS Special Education,Community Field Coordinator,2130,"$75,101.25"
BPS Tynan Elementary,Paraprofessional,2127,
BPS Substitute Teachers/Nurs,Sub Nurse-Retiree,2122,"$4,568.80"
BPS Substitute Teachers/Nurs,Substitute Teacher,2121,"$3,797.24"
BPS Human Resource Team,Teacher,2745,
BPS Human Resource Team,Teacher,1467,"$102,836.11"
Hernandez K-8,Paraprofessional,2119,
BPS Chittick Elementary,Teacher,2072,"$94,066.93"
BPS Channing Elementary,Teacher,2067,"$95,886.62"
BPS Condon Elementary,Teacher,2474,"$105,704.37"
BPS Madison Park High,Part-Time Cafeteria Attendant,2120,"$19,649.33"
East Boston EEC,Prin Clerk/School Sec 19,2128,"$49,498.28"
Curley K-8,Paraprofessional,2149,"$29,308.07"
Hurley K-8,Paraprofessional,2118,"$32,045.94"
BPS Condon Elementary,Paraprofessional,2119,"$32,151.02"
Hernandez K-8,Community Field Coordinator,2136,"$66,022.32"
Higginson/Lewis K-8,Paraprofessional,2126,"$40,668.82"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,2118,"$22,545.99"
Lyon K-8,Prin Clerk/School Sec 19,2132,"$51,879.30"
BPS Edwards Middle,Teacher,2236,"$100,950.61"
Roosevelt K-8,Teacher,2119,"$92,842.35"
BPS Murphy Elementary,Paraprofessional,2703,"$35,498.13"
BPS Lee Elementary,Teacher,2026,"$96,477.37"
BPS Bates Elementary,Teacher,2186,"$102,456.57"
Haley Pilot,Teacher,2125,"$61,676.18"
BPS Counseling Service,Pupil Adjustment Counselor(1),2186,"$94,267.63"
"Kennedy, EM Health Academy",Teacher,2121,"$26,938.13"
BPS Mckay Elementary,Paraprofessional,2150,"$32,014.08"
BPS Lee Elementary,Paraprofessional,2122,"$31,915.23"
BPS Philbrick Elementary,Teacher,2124,"$106,914.52"
BPS Human Resource Team,Teacher,2121,$846.12
Young Achievers K-8,Cafeteria Manager14,2124,"$40,632.00"
BPS Condon Elementary,SpEd Support Svcs Coordinator,2368,"$95,709.36"
BPS Special Education,SpEd Support Svcs Coordinator,2368,
BPS Business Service,Over-Time Stipend Other,2639,
Curley K-8,Teacher,2494,"$111,694.57"
BPS Sumner Elementary,Paraprofessional,2131,"$39,740.51"
BPS Blackstone Elementary,Paraprofessional,2124,"$20,140.79"
BPS Business Service,Buyer 31,2170,"$30,899.98"
BPS Boston Latin,Teacher,2135,"$104,262.64"
BPS Hale Elementary,Teacher,2026,"$69,700.00"
BPS Special Education,One to One Para,2467,"$38,672.84"
BPS Blackstone Elementary,Paraprofessional,2121,"$30,691.31"
BPS Edwards Middle,Teacher,1845,"$107,777.79"
BPS East Boston High,Teacher,2120,
BPS New Mission Pilot,Headmaster,2126,"$145,102.96"
BPS Horace Mann,Prin Clerk/School Sec 19,2136,"$35,013.97"
BPS Special Education,One to One Para,2126,"$49,990.41"
BPS Business Service,Manager (D) (non-ac),2062,"$119,171.86"
BPS Human Resource Team,Teacher,2375,"$83,885.80"
BPS East Boston High,SpEd Support Svcs Coordinator,1921,"$104,262.64"
BPS Guild Elementary,Teacher,1902,"$102,001.24"
King K-8,Teacher,2131,"$62,808.54"
BPS Mckay Elementary,Teacher,2056,"$89,702.56"
King K-8,Teacher,2125,"$61,506.22"
Newcomers Academy,Teacher,2132,"$102,676.20"
BPS Ellis Elementary,Principal Elementary,2368,"$129,684.17"
BPS McCormack Middle,Coordinator 7,2067,
Chief Operating Officer,Operational Superintendent,2148,"$158,249.54"
Frederick Pilot Middle,Paraprofessional,2121,"$32,531.90"
BPS McKinley Middle,Guidance Advisor(1),2474,"$95,682.64"
BPS McKinley Middle,Asst Program Director (7),2136,"$120,500.12"
BPS Tynan Elementary,SpEd Support Svcs Coordinator,2375,"$89,702.59"
BPS McKinley Middle,Teacher,1864,
BPS Sumner Elementary,Teacher,2124,"$96,670.86"
BPS McKinley Middle,Teacher,1801,"$117,682.68"
BPS Quincy Elementary,Paraprofessional,2111,"$38,321.48"
Umana Middle,Teacher,2151,"$107,317.48"
Mildred Avenue K-8,Teacher,2131,"$99,375.64"
BPS Holmes Elementary,Teacher,2121,"$1,494.49"
WREC: Urban Science Academy,Paraprofessional,2136,"$28,015.80"
BPS Guild Elementary,Prin Clerk/School Sec 19,2128,"$37,875.61"
Enrollment Services,Operations Assignment Coor,2128,"$2,771.30"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,2140,"$2,966.42"
BPS Snowden International Hi,Teacher,2131,"$95,732.72"
BPS Higginson Elementary,Specialist (BTU),2129,"$105,704.37"
BPS English High,Paraprofessional,2052,"$38,214.03"
BPS Taylor Elementary,Asst Principal Elementary,2124,"$121,547.90"
Jackson/Mann K-8,Director Of Instruction,2474,"$129,562.94"
BPS Counseling Service,School Psychologist(2),2130,"$114,041.25"
BPS Facility Mgmt/A & R,Secretary 23,2127,"$54,232.10"
BPS Horace Mann,SpEd Support Svcs Coordinator,27613,
West Zone ELC,Principal Elementary,2818,"$131,984.13"
BPS Human Resource Team,Teacher,2468,"$107,269.26"
Curley K-8,Teacher,2136,"$106,383.57"
Tech Boston Academy,Teacher,1867,"$99,811.46"
Mildred Avenue K-8,Teacher,2021,"$100,433.14"
BPS Latin Academy,Teacher,2135,"$59,669.32"
BPS East Boston High,Student Dev Counselor (1),1970,"$111,144.42"
BPS McKinley Middle,Teacher,2186,"$84,234.67"
BPS Facility Management,Sen Cust C,2188,"$55,904.03"
BPS Facility Management,Sen Cust C/Nights,2134,"$16,139.76"
BPS Sumner Elementary,Teacher,2136,"$105,704.37"
Kilmer K-8,Teacher,2494,"$70,484.72"
Edison K-8,Teacher,2451,"$65,949.63"
BPS Business Service,Over-Time Stipend Other,2021,
BPS O'Donnell Elementary,Teacher,2132,"$105,930.77"
BPS Madison Park High,Paraprofessional,2151,"$20,884.64"
BPS Murphy Elementary,Teacher,2021,"$92,021.81"
BPS Special Education,Sen Clerk School Sec 766-15B,2131,"$41,104.10"
Haynes EEC,Teacher,2124,"$95,229.13"
BPS Charlestown High,Part-Time Cafeteria Attendant,2129,"$21,136.80"
BPS Transportation,Cab Monitor,2124,"$13,408.13"
BPS South Boston HS - Excel,Teacher,2043,"$103,301.14"
BPS Philbrick Elementary,Teacher,2130,"$93,193.35"
BPS Kenny Elementary,Teacher,2043,"$91,859.11"
BPS Sumner Elementary,Library Paraprofessional,2124,"$41,162.63"
BPS Timilty Middle,Teacher,2148,"$104,854.84"
Hernandez K-8,Teacher,2130,"$93,193.35"
BPS Ohrenberger Elementary,Teacher,2132,
BPS English High,Student Services Coordinator,2072,"$100,893.37"
BPS Substitute Teachers/Nurs,Sub Nurse-Retiree,90043,$169.18
BPS Special Education,SPED Coverage Paraprofessional,2368,"$43,864.76"
BPS Facility Mgmt/A & R,Manager (D) (non-ac),1863,"$132,681.82"
BPS Boston Comm Leadership Ac,Community Field Coordinator,2132,"$67,142.30"
BPS Blackstone Elementary,Director (Basas 10B),2072,"$99,125.90"
BPS Madison Park High,Teacher,2072,"$105,062.98"
BPS Special Education,SpEd Support Svcs Coordinator,2136,"$103,301.14"
Jackson/Mann K-8,Paraprofessional,2121,"$15,266.56"
BPS Taylor Elementary,Paraprofessional,2131,"$37,935.63"
Perry K-8,SpEd Support Svcs Coordinator,2090,"$103,701.07"
BPS Quincy Elementary,Paraprofessional,2126,"$49,489.14"
BPS East Boston High,Nurse,2128,"$103,301.14"
BPS Transportation,Manager (C) (non-ac),2129,
BPS Mather Elementary,Teacher,2461,"$107,749.49"
Boston Police Department,School Traffic Supv,2135,"$11,683.43"
BPS Human Resource Team,Teacher,2139,
BPS English High,Paraprofessional,2131,"$46,046.96"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,2139,"$23,025.47"
BPS Madison Park High,Teacher,2124,
BPS Charlestown High,Paraprofessional,2124,"$20,535.67"
"Kennedy, JF Elementary",Prin Clerk/School Sec 19,2121,"$54,051.49"
BPS Lee Elementary,Cafeteria Manager14,2126,"$45,183.16"
Hernandez K-8,Paraprofessional,2126,"$29,662.99"
BPS Facility Mgmt/A & R,Sen Coordinator/Planner,1940,"$93,815.61"
BPS Substitute Teachers/Nurs,Substitute Teacher,2472,"$6,276.99"
East Boston EEC,Nurse,1906,"$86,722.60"
Jackson/Mann K-8,Teacher,2186,"$100,818.46"
BPS Human Resource Team,Teacher,2126,"$104,925.22"
Teaching & Learning,Director (Basas 12B Acad),2067,"$131,731.86"
BPS Facility Management,Jr Cust/Nights,2122,"$51,391.27"
BPS Mason Elementary,Prin Clerk/School Sec 19,2062,"$44,282.50"
BPS Facility Management,Sen Cust C,2703,"$61,128.76"
BPS Facility Mgmt/A & R,Asst Director (D) (non ac),2132,"$114,802.75"
BPS Facility Management,Area Manager,2121,"$98,120.88"
BPS East Boston High,Teacher,1906,"$120,942.14"
Tobin K-8,Teacher,2124,"$101,611.34"
BPS Counseling Service,School Psychologist(1),2301,"$103,070.57"
BPS Winship Elementary,Teacher,2136,"$93,414.15"
Curley K-8,Paraprofessional,2124,"$36,157.29"
BPS Murphy Elementary,Teacher,2171,"$104,742.87"
Perry K-8,Teacher,2124,"$104,550.37"
BPS Mckay Elementary,Teacher,2368,"$92,808.85"
BPS Facility Management,Area Manager,2125,"$87,091.00"
BPS Facility Management,Sen Cust C,2050,"$33,012.00"
Hernandez K-8,Teacher,2169,"$93,702.75"
BPS Facility Management,Sen Cust C/Nights,2062,"$62,815.99"
BPS Facility Management,Sen Cust C,2043,"$67,520.02"
West Roxbury Academy,Teacher,1602,"$98,924.74"
BPS Quincy Elementary,Paraprofessional,2465,"$30,890.24"
BPS Facility Management,Sen Cust C/Nights,2136,"$63,186.00"
Haynes EEC,Teacher,2136,"$102,298.99"
BPS Facility Management,Sen Cust C/Nights,2129,"$64,566.97"
BPS Orchard Gardens K-8 Pilot,Paraprofessional,2130,"$37,297.49"
BPS Bates Elementary,Teacher,2131,"$104,940.97"
BPS McKinley Middle,Guidance Advisor(1),2131,"$102,058.69"
Public Facilities Department,Exc Asst,2124,"$139,577.32"
BPS O'Bryant School,Teacher,2132,"$69,438.54"
Warren/Prescott K-8,Teacher,1821,
BPS Murphy Elementary,Teacher,2186,"$103,242.36"
BPS Otis Elementary,Paraprofessional,2150,"$31,740.84"
BPS Ohrenberger Elementary,Teacher,2026,"$104,550.37"
BPS Winthrop Elementary,Paraprofessional,2301,"$39,585.16"
BPS Latin Academy,Teacher,2127,"$107,335.00"
BPS Conley Elementary,Teacher,2131,
Baldwin ELC,Teacher,1864,"$89,133.86"
BPS Holmes Elementary,Teacher,2124,"$94,459.36"
BPS Lee Elementary,Paraprofessional,10466,
BPS Boston Latin,Paraprofessional,2131,"$34,600.61"
WREC: Urban Science Academy,Librarian,1890,"$101,794.81"
BPS Mckay Elementary,Teacher,2176,"$98,033.12"
BPS O'Bryant School,Program Director (Basas 9A),2767,"$121,122.04"
BPS Adams Elementary,Teacher,2126,"$96,204.31"
BPS Condon Elementary,Teacher,2332,"$104,742.87"
Baldwin ELC,Teacher,2072,"$92,905.62"
BPS Mckay Elementary,Teacher,2155,"$89,702.56"
BPS Hale Elementary,Principal Elementary,2121,"$123,759.69"
Jackson/Mann K-8,Asst Principal Elementary,2124,"$128,211.85"
BPS Mattahunt Elementary,Surround Care Paraprofessional,12054,"$29,355.74"
BPS New Mission Pilot,SpEd Support Svcs Coordinator,2176,"$91,944.12"
BPS Substitute Teachers/Nurs,Substitute Teacher,2301,$141.52
BPS Madison Park High,Prin Clerk/School Sec 21,2170,"$53,160.64"
BPS Edwards Middle,Teacher,1867,"$109,510.00"
BPS Human Resource Team,Prin Data Edit/Entry Op 29,2191,"$65,341.90"
BPS McKinley Middle,Paraprofessional,2136,"$45,433.82"
West Zone ELC,Teacher,1867,"$92,000.72"
BPS Human Resource Team,Coord-Manager (B),1876,"$72,750.36"
BPS Special Education,Teacher,1702,"$95,229.13"
BPS McCormack Middle,Principal Middle,2021,
BPS Business Service,Buyer 31,2124,"$68,676.40"
BPS Quincy Elementary,Teacher,2045,"$69,910.01"
BPS Special Education,SpEd Support Svcs Coordinator,1721,"$99,886.24"
Food & Nutrition Svc,Employment Agreement,2155,"$16,320.00"
Young Achievers K-8,Paraprofessional,2126,"$55,585.55"
BPS Substitute Teachers/Nurs,Substitute Teacher,2360,"$17,372.09"
