DepartmentName,JobTitle,Zip,Salary,,,
BPS Chittick Elementary,Principal Elementary,02021,"$138,118.77 ",,,
English Language Learn,Manager (C) (non-ac),02368,"$42,829.29 ",,,
Alighieri Montessori School,Teacher,02132,"$61,158.58 ",,,
BPS Facility Management,Sen Cust C,02150,"$58,328.58 ",,,
BPS East Boston High,Teacher,02152,"$93,017.63 ",,,
BPS Manning Elementary,Paraprofessional,02062,"$31,741.63 ",,,
Lyon K-8,Teacher,02135,"$104,165.87 ",,,
Young Achievers K-8,Part-Time Cafeteria Attendant,02124,"$14,749.75 ",,,
BPS Irving Middle,Paraprofessional,02169,"$40,766.83 ",,,
HPEC: Com Acd Science & Health,Teacher,02050,"$98,924.74 ",,,
BPS Carter Center,Nurse,02122,"$103,108.64 ",,,
BPS Taylor Elementary,Teacher,02124,"$88,741.06 ",,,
BPS Edwards Middle,Paraprofessional,02136,"$40,192.06 ",,,
Higginson/Lewis K-8,Part-Time Cafeteria Attendant,02121,"$23,138.80 ",,,
BPS Hale Elementary,Teacher,02121,"$96,364.22 ",,,
BPS Latin Academy,Teacher,02122,"$107,335.00 ",,,
BPS Special Education,SpEd Support Svcs Coordinator,01821,"$101,506.59 ",,,
BPS Irving Middle,Librarian,02351,"$105,954.91 ",,,
Margarita Muniz Academy,Teacher,02131,"$96,636.41 ",,,
BPS McKinley Middle,Sen Technician 33,02122,"$77,437.36 ",,,
Edison K-8,Teacher,02113,"$98,233.12 ",,,
BPS McCormack Middle,Specialist (BTU),02458,"$107,556.99 ",,,
King K-8,Specialist (BTU),02119,"$96,122.98 ",,,
BPS Murphy Elementary,Teacher,02072,"$103,387.22 ",,,
Early Learning Services,Employment Agreement,02445,"$9,475.00 ",,,
BPS Special Education,Teacher,01864,"$90,477.08 ",,,
BPS Special Education,Teacher,02139,"$104,262.64 ",,,
BPS Special Education,Teacher,01754,"$104,262.64 ",,,
BPS Timilty Middle,Teacher,02911,"$97,882.03 ",,,
BPS Special Education,Teacher,02459,,,,
BPS Special Education,Teacher,02474,"$105,282.07 ",,,
BPS Special Education,Teacher,02050,"$98,377.05 ",,,
BPS Special Education,Teacher,0921,,,,
BPS Special Education,Teacher,01721,"$87,299.60 ",,,
Asst Superintendent-Network A,Headmaster,02124,"$139,787.52 ",,,
BPS Special Education,Teacher,02135,"$91,809.76 ",,,
BPS Special Education,Teacher,02140,"$69,839.65 ",,,
BPS Boston Latin,Teacher,02131,"$95,657.99 ",,,
Jackson/Mann K-8,Teacher,02301,"$101,039.74 ",,,
BPS Holmes Elementary,Teacher,02136,"$105,704.37 ",,,
BPS Latin Academy,Teacher,02462,"$104,262.64 ",,,
BPS O'Bryant School,Teacher,02186,"$95,547.39 ",,,
BPS Boston Latin,Teacher,02128,"$63,731.97 ",,,
BPS Human Resource Team,Teacher,01830,"$76,150.44 ",,,
BPS Special Education,Teacher,02038,"$103,863.73 ",,,
BPS McKinley Middle,Asst Program Director (7),02126,"$127,286.66 ",,,
BPS McKinley Middle,Teacher,02368,"$111,684.18 ",,,
BPS Mather Elementary,Teacher,02140,"$108,710.99 ",,,
BPS Brighton High,Teacher,02301,$437.30 ,,,
East Boston EEC,Teacher,02152,"$90,580.08 ",,,
BPS O'Bryant School,Guidance Counselor(1),02458,"$104,262.64 ",,,
BPS Boston International HS,Teacher,02072,"$105,393.29 ",,,
BPS Brighton High,Rotc Instructor,01550,"$59,669.32 ",,,
Tech Boston Academy,Cafeteria Manager14,02136,"$45,149.51 ",,,
BPS Facility Management,Recycle Op 17,02124,"$54,435.71 ",,,
Mildred Avenue K-8,Teacher,02368,"$105,348.34 ",,,
BPS Russell Elementary,Teacher,02072,"$44,082.07 ",,,
BPS Adams Elementary,Teacher,02136,"$113,936.88 ",,,
Hernandez K-8,Paraprofessional,02136,"$34,807.60 ",,,
BPS Facility Management,Bldg Services Material Dis Mg,02048,"$107,051.25 ",,,
BPS Quincy Elementary,Paraprofessional,02135,"$33,594.37 ",,,
Kilmer K-8,Prin Clerk/School Sec 19,02132,"$51,879.30 ",,,
West Zone ELC,Community Field Coordinator,02191,"$47,809.62 ",,,
BPS Counseling Service,Specialist (BTU),02126,"$99,624.16 ",,,
BPS Madison Park High,Business Agent,02143,"$126,011.00 ",,,
BPS Special Education,Teacher,02453,"$100,807.66 ",,,
Roosevelt K-8,Nurse,02136,"$100,366.20 ",,,
BPS Latin Academy,Part-Time Cafeteria Attendant,02119,"$15,912.35 ",,,
BPS Harvard/Kent Elementary,Paraprofessional,02148,"$32,823.87 ",,,
Frederick Pilot Middle,Cafeteria Manager14,02131,"$44,890.09 ",,,
BPS Murphy Elementary,Teacher,02467,"$97,471.06 ",,,
BPS Fenway High,Student Services Coordinator,02368,"$91,783.38 ",,,
Hernandez K-8,Cafeteria Manager 12,02368,"$42,986.60 ",,,
BPS Russell Elementary,Teacher,01845,"$95,709.36 ",,,
BPS Condon Elementary,Teacher,02119,"$88,741.06 ",,,
BPS Facility Management,Sen Cust C,02148,"$54,957.44 ",,,
BPS Condon Elementary,Teacher,02301,"$93,385.85 ",,,
"Greenwood, S K-8",Library Paraprofessional,0728,"$28,776.72 ",,,
BPS Otis Elementary,Teacher,02090,"$107,749.49 ",,,
BPS Burke High,Part-Time Cafeteria Attendant,02121,"$13,119.00 ",,,
BPS Chittick Elementary,Teacher,02188,"$97,080.21 ",,,
BPS Special Education,Teacher,02090,"$103,863.73 ",,,
BPS Latin Academy,Teacher,02459,"$96,591.39 ",,,
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,02155,"$7,120.36 ",,,
Tech Boston Academy,Chief Admin Officer,02131,"$155,161.41 ",,,
Career & Technical Ed,Comm Connections Fac,02171,"$6,322.83 ",,,
BPS Boston Comm Leadership Ac,Community Field Coordinator,02121,"$55,575.30 ",,,
"Kennedy, JF Elementary",Principal Elementary,02186,"$123,759.69 ",,,
BPS Transportation,Cab Monitor,02119,"$37,016.74 ",,,
BPS Bradley Elementary,Teacher,01940,"$98,033.12 ",,,
BPS Adams Elementary,Teacher,02125,"$104,550.37 ",,,
BPS Tynan Elementary,Nurse,02322,"$43,783.34 ",,,
Mattapan Early Elementary,Surround Care Paraprofessional,02126,"$37,275.86 ",,,
BPS Facility Mgmt/A & R,Chief Sup-Sch Bdg Plg&Gas Ftng,02122,"$96,450.90 ",,,
BPS Tynan Elementary,Principal Elementary,02136,"$131,387.72 ",,,
BPS Mckay Elementary,Teacher,02021,"$97,902.22 ",,,
BPS Dearborn Middle,Teacher,02072,"$111,318.64 ",,,
Haley Pilot,Paraprofessional,02125,"$36,568.91 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02186,"$21,144.98 ",,,
BPS Human Resource Team,Teacher,02131,"$96,591.39 ",,,
Jackson/Mann K-8,Teacher,02136,"$100,110.92 ",,,
West Roxbury Academy,Teacher,02072,"$103,108.64 ",,,
Public Facilities Department,Project Manager (PFD),02131,"$96,883.66 ",,,
BPS Condon Elementary,Teacher,02132,"$49,878.53 ",,,
BPS East Boston High,Asst Headmaster,02090,"$117,679.20 ",,,
Jackson/Mann K-8,Paraprofessional,01701,"$33,763.75 ",,,
Haynes EEC,Prin Clerk/School Sec 19,02116,"$49,513.68 ",,,
BPS Special Education,Sen Clerk School Sec 766-15B,02124,,,,
BPS Mozart Elementary,Teacher,02072,"$57,079.48 ",,,
BPS Mason Elementary,Lead Satellite Attendant B,02122,"$21,563.18 ",,,
Margarita Muniz Academy,Part-Time Cafeteria Attendant,02132,"$20,999.15 ",,,
BPS Russell Elementary,Nurse,02127,"$104,165.87 ",,,
Henderson Elementary,Teacher,02762,"$100,929.59 ",,,
BPS Mendell Elementary,Teacher,02131,"$95,132.36 ",,,
Registry Division,Prin Clerk (Vitals/Registry),02127,"$46,817.70 ",,,
BPS Boston Arts Academy,Teacher,02124,"$73,189.94 ",,,
BPS Snowden International Hi,Community Field Coordinator,02121,"$54,192.24 ",,,
Ellison/Parks EES,Surround Care Paraprofessional,02125,"$40,539.54 ",,,
BPS Beethoven Elementary,Teacher,02169,"$94,459.36 ",,,
BPS Orchard Gardens K-8 Pilot,Part-Time Cafeteria Attendant,02119,"$17,325.75 ",,,
BPS Madison Park High,Asst Cafeteria Manager,02126,"$39,668.13 ",,,
BPS Ellis Elementary,Paraprofessional,02124,"$30,234.82 ",,,
BPS High School Renewal,Director (BASAS 11B),02474,"$127,682.60 ",,,
BPS Trotter Elementary,Paraprofessional,02121,"$41,861.74 ",,,
BPS Human Resource Team,Director (D) (non-ac),02186,"$119,424.76 ",,,
Lyndon K-8,Nurse,02130,"$102,724.14 ",,,
BPS Conley Elementary,Paraprofessional,02131,"$37,071.90 ",,,
BPS Special Education,One to One Para,02121,"$39,985.67 ",,,
BPS School Safety Service,Officer-Bps Police,02136,"$50,891.10 ",,,
Dpt of Innovation & Technology,Prin Dp Sys Anal-Dp,02135,"$126,217.32 ",,,
"Kennedy, JF Elementary",Lunch Hour Monitors,02169,"$8,748.06 ",,,
BPS Special Education,Prin Clerk Typist 28,02127,"$63,206.81 ",,,
English Language Learn,Coordinator 4,02131,"$97,611.01 ",,,
BPS McCormack Middle,Teacher,01778,"$98,138.98 ",,,
Alighieri Montessori School,Teacher,01906,"$83,315.22 ",,,
BPS Channing Elementary,Teacher,02124,"$95,309.62 ",,,
BPS Orchard Gardens K-8 Pilot,Paraprofessional,02124,"$33,155.35 ",,,
BPS Higginson Elementary,Paraprofessional,02119,"$5,249.13 ",,,
Jackson/Mann K-8,Teacher,02127,"$79,846.83 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02116,"$9,340.13 ",,,
Lyndon K-8,Lunch Hour Monitors,02131,"$8,706.60 ",,,
BPS Grew Elementary,Teacher,02056,"$33,376.10 ",,,
BPS Snowden International Hi,Teacher,02045,"$98,347.74 ",,,
BPS East Boston High,Paraprofessional,02125,"$33,932.00 ",,,
Edison K-8,Paraprofessional,02118,"$29,356.12 ",,,
BPS Human Resource Team,Specialist (C),02368,"$94,089.83 ",,,
BPS McKinley Middle,Community Field Coordinator,02186,"$64,237.03 ",,,
BPS Lee Elementary,Paraprofessional,02072,"$31,973.26 ",,,
BPS Madison Park High,Teacher,02171,"$101,190.52 ",,,
BPS Special Education,Teacher,01778,"$104,097.66 ",,,
Mission Hill K-8,Teacher,02130,"$91,302.49 ",,,
West Roxbury Academy,Teacher,01760,"$91,367.12 ",,,
BPS Dearborn Middle,Teacher,02119,"$67,415.05 ",,,
BPS Winthrop Elementary,Teacher,02053,"$102,237.26 ",,,
BPS Hennigan Elementary,Security Para,02136,"$45,307.58 ",,,
BPS Mather Elementary,Paraprofessional,02122,"$38,525.00 ",,,
BPS McCormack Middle,Teacher,03051,"$108,768.67 ",,,
BPS Ohrenberger Elementary,Paraprofessional,02136,"$29,387.99 ",,,
HPEC: Com Acd Science & Health,Teacher,02356,"$103,301.14 ",,,
BPS Murphy Elementary,Teacher,02050,"$104,611.97 ",,,
Perry K-8,Paraprofessional,02127,"$31,183.68 ",,,
BPS Dearborn Middle,Teacher,02124,"$115,667.84 ",,,
BPS Human Resource Team,Prin Account Clerk 29,02131,"$64,541.88 ",,,
BPS Quincy Elementary,Paraprofessional,02129,"$29,116.02 ",,,
BPS Murphy Elementary,Teacher,02492,"$96,344.16 ",,,
BPS Dearborn Middle,Teacher,02302,"$110,818.64 ",,,
BPS Manning Elementary,Paraprofessional,02132,"$13,795.28 ",,,
BPS McKinley Middle,Headmaster,02186,"$130,783.97 ",,,
Higginson/Lewis K-8,Teacher,02119,"$96,230.77 ",,,
BPS Mason Elementary,SpEd Support Svcs Coordinator,02324,"$103,877.80 ",,,
Early Learning Services,Program Director (Basas 9),02128,"$110,568.10 ",,,
Mission Hill K-8,Principal Middle,02124,"$133,353.62 ",,,
BPS Hennigan Elementary,Asst Principal Elementary,02339,"$128,211.85 ",,,
BPS Perkins Elementary,Teacher,034987,,,,
BPS Madison Park High,Guidance Counselor(1),02368,"$106,490.22 ",,,
Haynes EEC,Principal Elementary,02126,"$130,384.09 ",,,
"Kennedy, JF Elementary",Teacher,033064,"$64,075.04 ",,,
BPS Burke High,SpEd Support Svcs Coordinator,02124,"$108,781.21 ",,,
BPS Channing Elementary,Teacher,02021,"$107,243.64 ",,,
BPS Ellis Elementary,Teacher,02090,"$104,212.29 ",,,
BPS Condon Elementary,Paraprofessional,02301,"$35,703.13 ",,,
BPS Charlestown High,Teacher,02128,"$111,235.94 ",,,
BPS Mather Elementary,Teacher,02169,"$94,385.46 ",,,
BPS Latin Academy,Teacher,02215,"$103,743.57 ",,,
BPS Mason Elementary,Teacher,02124,"$96,711.34 ",,,
BPS Ellis Elementary,Teacher,02125,"$93,385.85 ",,,
BPS Murphy Elementary,Teacher,02122,"$94,903.19 ",,,
Eliot K-8,Principal Middle,02129,"$145,102.96 ",,,
Higginson/Lewis K-8,Teacher,02067,"$96,983.27 ",,,
BPS Trotter Elementary,Teacher,02131,"$111,607.85 ",,,
Haley Pilot,Teacher,02332,"$83,744.47 ",,,
BPS Irving Middle,Teacher,02062,"$103,179.81 ",,,
Roosevelt K-8,Prin Clerk/School Sec 19,02132,"$51,379.32 ",,,
Hernandez K-8,Part-Time Cafeteria Attendant,02119,"$21,201.20 ",,,
"Kennedy, JF Elementary",Lead Satellite Attendant A,02124,"$25,609.41 ",,,
BPS Orchard Gardens K-8 Pilot,Cafeteria Manager16,02134,"$52,769.65 ",,,
Alighieri Montessori School,Lead Satellite Attendant B,02128,"$13,194.45 ",,,
BPS Timilty Middle,Teacher,02467,,,,
West Zone ELC,Teacher,02131,"$99,426.18 ",,,
BPS McKinley Middle,Asst Program Director (7),02121,"$119,149.16 ",,,
BPS Adams Elementary,Teacher,02472,"$104,742.87 ",,,
UP Academy Dorchester,Part-Time Cafeteria Attendant,02121,"$14,881.95 ",,,
Umana Middle,Asst Cafeteria Manager,02128,"$40,305.48 ",,,
Curley K-8,Cafeteria Manager16,02136,"$67,264.73 ",,,
BPS East Boston High,Teacher,02302,"$104,128.07 ",,,
BPS Otis Elementary,Teacher,01890,"$44,877.18 ",,,
Curley K-8,Teacher,02124,"$98,089.72 ",,,
Boston Police Department,Distance Learning Coord ARRA,02127,"$76,584.88 ",,,
Jackson/Mann K-8,Teacher,01864,"$99,058.76 ",,,
BPS Murphy Elementary,Teacher,02124,"$102,352.36 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02111,,,,
BPS Adams Elementary,Teacher,02302,"$93,385.85 ",,,
BPS Mather Elementary,Paraprofessional,02302,"$32,474.27 ",,,
BPS Boston Comm Leadership Ac,Headmaster,02124,"$123,173.07 ",,,
Curley K-8,Paraprofessional,02136,"$33,777.34 ",,,
BPS Condon Elementary,Paraprofessional,02126,"$57,819.18 ",,,
BPS Lee Elementary,Paraprofessional,02301,"$31,489.66 ",,,
BPS Mather Elementary,Teacher,02184,"$105,733.63 ",,,
Asst Superintendent-Network A,Instructional Superintendent,02135,"$159,961.28 ",,,
BPS Transportation,Standby Cab Monitor HE,02125,"$24,252.19 ",,,
East Boston EEC,Paraprofessional,02474,"$28,791.73 ",,,
BPS Ellis Elementary,Teacher,02184,"$105,767.47 ",,,
BPS Sumner Elementary,Paraprofessional,02122,"$29,372.45 ",,,
BPS Mason Elementary,Teacher,02184,"$102,724.14 ",,,
BPS Facility Mgmt/A & R,Chief Sup-Sch Bdg/Al & Rep,02127,"$96,450.90 ",,,
BPS Facility Mgmt/A & R,Unit Leader (D),02050,"$123,536.74 ",,,
BPS Brighton High,Teacher,02132,"$108,822.68 ",,,
Roosevelt K-8,Paraprofessional,02359,"$26,383.16 ",,,
BPS Human Resource Team,Teacher,01945,"$104,742.87 ",,,
BPS Condon Elementary,Paraprofessional,02116,"$41,847.79 ",,,
Lyon Pilot High 9-12,Headmaster,01721,"$134,583.87 ",,,
BPS Timilty Middle,Teacher,02459,"$123,876.99 ",,,
BPS Condon Elementary,Teacher,02136,"$100,173.70 ",,,
BPS Special Education,Teacher,02169,"$102,724.14 ",,,
Higginson/Lewis K-8,Teacher,02050,"$101,948.82 ",,,
"Kennedy, PJ Elementary",Lunch Hour Monitors,02151,"$8,748.06 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02126,,,,
BPS English High,Social Worker/Coordinator,02132,"$36,135.08 ",,,
Haley Pilot,Teacher,02184,"$91,893.12 ",,,
BPS East Boston High,Teacher,01950,"$70,611.46 ",,,
BPS Special Education,Teacher,02180,"$101,314.09 ",,,
West Zone ELC,Surround Care Paraprofessional,02126,"$42,110.04 ",,,
BPS Burke High,Teacher,02908,"$63,568.36 ",,,
BPS Everett Elementary,Paraprofessional,02122,"$31,851.71 ",,,
BPS Timilty Middle,Teacher,02124,"$109,577.54 ",,,
BPS Brighton High,Teacher,01756,"$97,886.57 ",,,
BPS McKinley Middle,Guidance Advisor(1),01721,"$106,153.78 ",,,
Unified Student Svc,Specialist (BTU) non ac,02368,"$98,793.84 ",,,
BPS Special Education,One to One Para,02140,"$47,430.54 ",,,
BPS Human Resource Team,Teacher,02170,"$91,627.18 ",,,
BPS Ohrenberger Elementary,Teacher,02191,"$96,783.12 ",,,
BPS Boston Latin,Teacher,02132,"$102,564.40 ",,,
BTU Pilot,Teacher,01906,"$90,618.74 ",,,
Mildred Avenue K-8,Paraprofessional,02121,"$39,261.26 ",,,
English Language Learn,Specialist (C),02122,"$77,786.41 ",,,
Ellison/Parks EES,SpEd Support Svcs Coordinator,02131,"$87,507.89 ",,,
Roosevelt K-8,Teacher,02021,"$81,422.27 ",,,
BPS Edwards Middle,Specialist (BTU),01880,"$60,531.69 ",,,
BPS O'Bryant School,Teacher,02118,"$110,083.64 ",,,
BPS Brighton High,Teacher,02021,"$102,575.69 ",,,
Margarita Muniz Academy,Teacher,02870,"$94,208.99 ",,,
Edison K-8,Teacher,02035,"$101,456.12 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02126,"$28,865.57 ",,,
King K-8,Nurse,02186,"$102,755.79 ",,,
BPS Health Service,Senior Director (BASAS 12B),02021,"$88,023.08 ",,,
BPS Irving Middle,Teacher,02184,"$108,637.77 ",,,
BPS Brighton High,School Psychologist(1),02067,"$107,387.33 ",,,
Lyndon K-8,Teacher,02492,"$123,086.50 ",,,
BPS East Boston High,Teacher,02128,,,,
Higginson/Lewis K-8,Paraprofessional,02302,"$22,006.18 ",,,
Jackson/Mann K-8,Teacher,02703,"$104,016.85 ",,,
BPS Condon Elementary,Paraprofessional,02122,"$29,446.08 ",,,
Ellison/Parks EES,Surround Care Paraprofessional,02124,"$38,020.01 ",,,
BPS Brighton High,Teacher,02135,"$83,604.23 ",,,
BPS Transportation,Cab Monitor,02115,"$25,124.18 ",,,
Curley K-8,Teacher,02167,"$103,624.71 ",,,
BPS Business Service,Prin Account Clerk 29,02127,"$64,541.88 ",,,
BPS Sumner Elementary,Teacher,02021,"$108,871.49 ",,,
Lyon Pilot High 9-12,Paraprofessional,02072,"$48,352.07 ",,,
BPS Trotter Elementary,Teacher,02124,"$78,611.83 ",,,
Edison K-8,Teacher,01702,"$102,755.79 ",,,
BPS Charlestown High,Paraprofessional,02170,"$23,454.13 ",,,
Curley K-8,Nurse,02132,"$88,548.56 ",,,
BPS Condon Elementary,Lead Satellite Attendant A,02127,,,,
Curley K-8,Paraprofessional,02026,"$29,606.51 ",,,
BPS Boston Evening Academy,Lead Satellite Attendant B,02124,$583.56 ,,,
BPS Bradley Elementary,Teacher,02124,"$90,867.81 ",,,
Hurley K-8,Teacher,02150,"$104,550.37 ",,,
BPS Human Resource Team,Pr Admin Clerk 31,02035,"$68,126.37 ",,,
BPS Business Service,Prin Account Clerk 29,02132,"$64,753.41 ",,,
Accountability,Program Director (Basas 9A),02072,"$109,540.07 ",,,
BPS Bradley Elementary,Teacher,01880,"$53,023.47 ",,,
West Zone ELC,Surround Care Paraprofessional,02188,"$34,019.80 ",,,
BPS Roland Hayes Div of Music,Program Director (Basas 9A),02140,"$118,920.88 ",,,
BPS East Boston High,Rotc Instructor,01824,"$66,742.00 ",,,
BPS McKinley Middle,Teacher,02124,"$113,143.06 ",,,
BPS Facility Management,Sen Cust C,02169,"$68,269.84 ",,,
BPS McKinley Middle,Guidance Advisor(1),02780,"$101,496.67 ",,,
BPS Conley Elementary,SpEd Support Svcs Coordinator,02368,"$92,616.64 ",,,
BPS Special Education,SpEd Support Svcs Supervisor,02131,"$121,041.96 ",,,
BPS Special Education,Teacher,02190,"$102,916.00 ",,,
BPS Lee Elementary,Teacher,02121,"$103,264.71 ",,,
BPS Facility Mgmt/A & R,Sen Tech - Energy,02121,"$87,832.94 ",,,
BPS Special Education,Specialist (BTU),02145,"$101,375.69 ",,,
"Greenwood, S K-8",Teacher,02169,"$99,845.80 ",,,
Curley K-8,Teacher,02026,"$91,982.35 ",,,
BPS Alternative Education HS,Teacher,02130,"$103,108.64 ",,,
BPS Latin Academy,Teacher,01701,"$96,398.89 ",,,
Curley K-8,Teacher,02138,,,,
BPS Higginson Elementary,Teacher,02186,"$98,120.92 ",,,
BPS Mendell Elementary,Teacher,02132,"$97,840.62 ",,,
BPS Everett Elementary,Teacher,02090,"$89,545.84 ",,,
BPS Boston Latin,Teacher,02184,"$102,152.91 ",,,
BPS Winthrop Elementary,Teacher,02301,"$101,051.08 ",,,
Haley Pilot,Teacher,02021,"$89,221.22 ",,,
BPS Special Education,Teacher,02052,"$104,295.45 ",,,
BPS Harvard/Kent Elementary,Teacher,02180,"$105,790.71 ",,,
BPS Boston Latin,Teacher,02492,"$101,985.59 ",,,
BPS Boston Evening Academy,Teacher,02170,"$94,075.13 ",,,
Tobin K-8,Teacher,02130,"$106,045.41 ",,,
BPS East Boston High,Teacher,02130,"$103,672.84 ",,,
BPS Ellis Elementary,Teacher,02126,"$104,550.37 ",,,
BPS High School Renewal,Asst Superintendent,02125,"$152,332.97 ",,,
West Roxbury Academy,Swimming Instructor,02155,"$87,107.10 ",,,
Higginson/Lewis K-8,Teacher,02126,"$103,179.81 ",,,
"Greenwood, S K-8",Teacher,02301,"$95,389.53 ",,,
Lyndon K-8,Teacher,02131,"$94,587.38 ",,,
BPS Russell Elementary,Teacher,02090,"$99,231.80 ",,,
Info & Instr Technology,Planner,02131,"$101,624.11 ",,,
BPS Special Education,Sen Clerk School Sec 766-15B,02359,"$40,392.55 ",,,
BPS Murphy Elementary,Teacher,02333,"$88,548.56 ",,,
BPS Latin Academy,Teacher,02172,"$108,529.14 ",,,
Ellison/Parks EES,Teacher,02359,"$91,751.62 ",,,
BPS Ohrenberger Elementary,Teacher,02081,"$109,730.79 ",,,
BPS Horace Mann,Lead Sign Language Interpreter,01760,"$99,301.58 ",,,
BPS O'Bryant School,Teacher,02169,"$89,426.08 ",,,
BPS Roland Hayes Div of Music,Prin Clerk/School Sec 21,02054,"$52,360.62 ",,,
BPS Otis Elementary,Teacher,02452,"$106,714.79 ",,,
BPS Murphy Elementary,Teacher,01821,"$98,681.10 ",,,
BPS Special Education,Teacher,02155,"$103,932.80 ",,,
BPS McKinley Middle,Paraprofessional,02121,"$32,344.05 ",,,
Edison K-8,Specialist (BTU),02125,"$97,840.62 ",,,
BPS Murphy Elementary,Teacher,02474,"$97,840.62 ",,,
"Kennedy, PJ Elementary",Teacher,01949,"$82,465.83 ",,,
Haley Pilot,Paraprofessional,02132,"$28,141.85 ",,,
East Boston EEC,Surround Care Paraprofessional,02132,,,,
BPS East Boston High,Teacher,02176,"$103,108.64 ",,,
BPS Trotter Elementary,Teacher,02127,"$101,616.74 ",,,
WREC: Urban Science Academy,Student Dev Counselor (1),02121,"$141,438.17 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02126,"$20,833.44 ",,,
BTU Pilot,Teacher,02125,"$78,910.77 ",,,
BPS Winthrop Elementary,Teacher,01748,"$72,409.20 ",,,
BPS Quincy Elementary,Teacher,02461,"$116,142.42 ",,,
BPS McKinley Middle,Teacher,02131,"$99,173.16 ",,,
Tobin K-8,Lunch Hour Monitors,02116,"$8,748.06 ",,,
Mildred Avenue K-8,Teacher,02072,"$101,238.15 ",,,
BPS Brighton High,Teacher,02136,"$47,597.55 ",,,
BPS Quincy Elementary,Paraprofessional,0,,,,
BPS Condon Elementary,Teacher,02478,"$107,556.99 ",,,
BPS Kenny Elementary,SpEd Support Svcs Coordinator,02122,"$106,332.65 ",,,
BPS Winship Elementary,Teacher,02116,"$103,666.07 ",,,
Haley Pilot,Principal Elementary,02048,"$132,631.27 ",,,
Young Achievers K-8,Teacher,02467,"$82,439.58 ",,,
Umana Middle,Teacher,02072,"$91,554.67 ",,,
Teaching & Learning,Teacher,02130,"$63,816.33 ",,,
Curley K-8,Part-Time Cafeteria Attendant,02124,"$14,246.00 ",,,
BPS Madison Park High,Teacher,02136,"$68,655.52 ",,,
Tobin K-8,Paraprofessional,02130,"$41,422.18 ",,,
Jackson/Mann K-8,Teacher,02189,"$72,706.62 ",,,
BPS Hennigan Elementary,Teacher,02472,"$95,516.86 ",,,
BPS Boston Comm Leadership Ac,Teacher,02703,"$96,809.89 ",,,
"Greenwood, S K-8",SpEd Support Svcs Coordinator,02136,"$94,919.86 ",,,
BPS Special Education,Teacher,02032,"$87,107.10 ",,,
Gardner Pilot  Academy,Teacher,02184,"$91,751.62 ",,,
UP Academy Dorchester,Cafeteria Manager16,02122,"$50,052.97 ",,,
BPS Business Service,BPS Worker's Comp Job Class,01501,,,,
BPS Boston Arts Academy,Teacher,02131,"$113,140.58 ",,,
Mildred Avenue K-8,Teacher,02351,"$95,847.42 ",,,
BPS Horace Mann,Paraprofessional,02124,"$30,667.91 ",,,
Edison K-8,Teacher,02052,"$102,755.79 ",,,
BPS Conley Elementary,Teacher,02368,"$105,796.76 ",,,
BPS Madison Park High,Teacher,01803,,,,
BPS Health Service,Nurse,02121,"$89,426.08 ",,,
BPS Boston Latin,Part-Time Cafeteria Attendant,02121,"$14,133.30 ",,,
West Roxbury Academy,Teacher,02474,,,,
BPS Orchard Gardens K-8 Pilot,Nurse,02125,"$102,635.99 ",,,
Hernandez K-8,Paraprofessional,02370,"$7,309.54 ",,,
BPS Murphy Elementary,Paraprofessional,02368,"$35,299.12 ",,,
Registry Division,Prin Clerk (Vitals/Registry),02152,"$46,817.68 ",,,
BPS Special Education,Technician (B),02124,"$41,355.09 ",,,
BPS Channing Elementary,Teacher,02026,"$93,368.58 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02186,"$3,985.65 ",,,
BPS Ellis Elementary,Teacher,02676,"$96,783.12 ",,,
Asst Superintendent-Network A,Instructional Superintendent,02136,"$163,660.69 ",,,
BPS Edwards Middle,Paraprofessional,02169,"$34,716.07 ",,,
"Kennedy, PJ Elementary",Community Field Coordinator,02128,"$65,043.93 ",,,
BPS Mozart Elementary,Lead Satellite Attendant B,02131,"$18,033.48 ",,,
Kilmer K-8,Teacher,02136,"$100,713.22 ",,,
BPS Quincy Elementary,Teacher,0,,,,
English Language Learn,Specialist (BTU),02461,"$103,555.87 ",,,
BPS South Boston High,Cafeteria Manager14,02132,"$41,350.17 ",,,
BPS Channing Elementary,Teacher,02130,"$98,017.63 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02124,"$22,324.16 ",,,
Mildred Avenue K-8,Paraprofessional,02301,"$40,385.47 ",,,
BPS Condon Elementary,Teacher,02050,"$104,165.87 ",,,
King K-8,Teacher,02124,,,,
Kilmer K-8,SpEd Support Svcs Coordinator,02067,"$103,166.39 ",,,
Haynes EEC,Paraprofessional,02125,"$36,125.11 ",,,
BPS Boston Comm Leadership Ac,Nurse,02131,"$90,694.09 ",,,
Dudley St. Neighborhood School,Teacher,02124,"$92,921.47 ",,,
BPS Sumner Elementary,Lunch Hour Monitors,02132,"$7,794.48 ",,,
