RestaurantId,RestaurantName,LicenseStatus,RestaurantType,Address,City,State,Zip
555,Beacon Hill Athletic Club,Active,Retail Food,261   Friend ST,Boston,MA,2114
556,Beantown Juice and Tea,Active,Eating & Drinking w/ Take Out,32  Kneeland ST,Boston,MA,2111
557,Beca's Kitchen,Inactive,Eating & Drinking w/ Take Out,984   Hyde Park AVE,Hyde Park,MA,2136
558,Bed Bath Beyond...,Inactive,Retail Food,8   Allstate RD,Dorchester,MA,2125
559,Ben & Jerry's,Inactive,Eating & Drinking w/ Take Out,800   Boylston ST,Boston,MA,2199
560,Anthony's Market II,Inactive,Retail Food,317   Meridian ST,East Boston,MA,2128
561,A.C Hotel by Marriott,Active,Retail Food,395  Chestnut Hill Av,Brighton,MA,2467
562,Appleton Cafe,Inactive,Eating & Drinking w/ Take Out,123   Appleton ST,Boston,MA,2116
563,BERTUCCI'S,Inactive,Eating & Drinking,39   Stanhope ST,Boston,MA,2116
564,BERTUCCI'S BRICK OVEN PIZZA,Inactive,Eating & Drinking,22   Merchants ROW,Boston,MA,2109
565,BERTUCCI'S BRICKOVEN PIZZERIA,Inactive,Eating & Drinking,533   COMMONWEALTH  AV,BOSTON,MA,2215
566,BEST BARBECUE KITCHEN,Active,Eating & Drinking w/ Take Out,86   BEACH,BOSTON,MA,2111
567,Anna's Cafe,Active,Eating & Drinking w/ Take Out,267   Medford ST,Charlestown,MA,2129
568,ANSOVARO'S HOT DOG,Inactive,Eating & Drinking w/ Take Out,    CITYWIDE,BOSTON,MA,0
569,Best Buy,Inactive,Retail Food,14   Allstate RD,Dorchester,MA,2125
570,Best of Boston Inc.,Active,Retail Food,4334   Washington ST,Roslindale,MA,2131
571,Best Western Plus Roundhouse Suites,Active,Eating & Drinking,891  Massachusetts AVE,Roxbury,MA,2119
572,BEST WESTERN ROUNDHOUSE,Inactive,Eating & Drinking,8   Gerard ST,Roxbury,MA,2119
573,Beta Burger Inc,Active,Eating & Drinking w/ Take Out,1437  Tremont St,Mission Hill,MA,2120
574,Beth Israel Deaconess,Active,Eating & Drinking,330   Brookline AVE,Boston,MA,2115
575,Betty Ann Food Shop,Inactive,Retail Food,146  Bennington ST,East Boston,MA,2136
576,America's Test Kitchen,Active,Eating & Drinking,21   Dry Dock AVE,Boston,MA,2210
577,Bayview Liquors,Active,Retail Food,108   Dorchester ST,South Boston,MA,2127
578,BBQ TOWN ROSLINDALE,Inactive,Eating & Drinking w/ Take Out,4000   Washington ST,Roslindale,MA,2131
579,Betty's Wok & Noodle Diner,Inactive,Eating & Drinking,250   Huntington AVE,Boston,MA,2115
580,BETWEEN HOURS,Inactive,Eating & Drinking,154   HARVARD  AV,ALLSTON,MA,2134
581,BFresh,Active,Eating & Drinking,214   Harvard AVE,Allston,MA,2134
582,B-Good(Juice Bar),Inactive,Eating & Drinking,131  Dartmouth ST,Boston,MA,2116
583,BHINDI BAZAAR INDIAN CAFE,Inactive,Eating & Drinking,95   Massachusetts AVE,Boston,MA,2115
584,Bibim Box,Active,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
585,Bibim Restaurant,Inactive,Eating & Drinking,166   Harvard AVE,Allston,MA,2134
586,BICKFORD'S FAMILY RESTAURANT,Inactive,Eating & Drinking,75   Boston ST,Dorchester,MA,2125
587,BICKFORD'S FAMILY RESTAURANT,Inactive,Eating & Drinking,770   GALLIVAN  BL,DORCHESTER,MA,2125
588,Biddy Earlys,Active,Eating & Drinking,141   Pearl ST,Boston,MA,2110
589,Antojitos Dominicanos Y Mas,Inactive,Eating & Drinking w/ Take Out,379   Blue Hill AVE,Dorchester,MA,2121
590,APPLEBEE'S,Inactive,Eating & Drinking w/ Take Out,800   Boylston ST,Boston,MA,2199
591,ASHMONT NEWS,Inactive,Retail Food,1900   ASHMONT,DORCHESTER,MA,2124
592,Big A Pizzeria,Inactive,Eating & Drinking w/ Take Out,568   Cambridge ST,Allston,MA,2134
593,Big Apple Circus,Inactive,Eating & Drinking,1   CITY HALL PLAZA,BOSTON,MA,2201
594,Big Daddy Hotdogs,Active,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
595,BIG DADDY'S PIZZA,Active,Eating & Drinking w/ Take Out,436   WESTERN  AV,BRIGHTON,MA,2135
596,Big Guy's Cafe,Inactive,Eating & Drinking w/ Take Out,38   Cornhill,Boston,MA,2108
597,Billares Colombia,Active,Eating & Drinking,16   Bennington ST,East Boston,MA,2128
598,BILLY TSE RESTAURANT,Active,Eating & Drinking,240   Commercial ST,Boston,MA,2109
599,Billy's Sub Shop,Active,Eating & Drinking w/ Take Out,57   Berkeley ST,Boston,MA,2116
600,ANASTASIS RESTAURANT,Inactive,Eating & Drinking w/ Take Out,299   Hancock ST,Dorchester,MA,2125
601,BILLY'S TEXAS B.B.Q.,Active,Eating & Drinking,530   Washington ST,Dorchester,MA,2124
602,Bin 26 Enoteca,Active,Eating & Drinking,26   Charles ST,Boston,MA,2114
603,Bina Osteria,Inactive,Eating & Drinking,571   Washington ST,Boston,MA,2111
604,BIRCH STREET BISTRO,Active,Eating & Drinking,14   Birch RD,West Roxbury,MA,2132
605,BISHOP'S MEDITERRANEAN,Active,Eating & Drinking w/ Take Out,70  Staniford ST,Boston,MA,2114
606,Bistro du Midi,Active,Eating & Drinking,272   Boylston ST,Boston,MA,2116
607,BLACK JACK PASTA BAR,Inactive,Eating & Drinking w/ Take Out,52   Queensberry ST,Boston,MA,2115
608,Black Rose,Active,Eating & Drinking,160   State ST,Boston,MA,2109
609,Black Seeds,Active,Eating & Drinking,131  Tremont ST,Boston,MA,2111
610,Blackbird Donuts,Active,Eating & Drinking w/ Take Out,1321  Boylston ST,Boston,MA,2215
611,Blackjack Pasta,Inactive,Eating & Drinking,52   Queensberry ST,Boston,Ma,2115
612,Andrade Market,Inactive,Retail Food,93   Burrell ST,Roxbury,MA,2119
613,Au Bon Pain (Space F210),Inactive,Eating & Drinking w/ Take Out,200   LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128
614,BLACKSTONE GRILL,Active,Eating & Drinking,1  Union ST,Boston,MA,2109
615,BLACKSTONE GRILL,Inactive,Eating & Drinking,15   Union ST,Boston,MA,2108
616,Blanchard Liquors,Active,Retail Food,741   Centre ST,Jamaica Plain,MA,2130
617,Blanchards,Active,Retail Food,97   Harvard AVE,Allston,MA,2163
618,Blanco Market,Active,Retail Food,71   Day ST,Jamaica Plain,MA,2130
619,BLASI'S CAFE,Active,Eating & Drinking w/ Take Out,756   Adams ST,Dorchester,MA,2122
620,Blaze Pizza,Active,Eating & Drinking,961   Commonwealth AVE,Boston,MA,2215
621,Arboretum Grill,Inactive,Eating & Drinking,4021   Washington ST,Roslindale,MA,2131
622,Asian Thai Eatery,Active,Eating & Drinking,1064   River ST,Hyde Park,MA,2136
623,Bleacher Bar,Active,Eating & Drinking,70  Lansdowne ST,Boston,MA,2215
624,Blend,Active,Eating & Drinking,1310   DORCHESTER  AV,DORCHESTER,MA,2122
625,Arbri Caffe,Inactive,Eating & Drinking,146   Belgrade AVE,Roslindale,MA,2131
626,Best of Boston,Inactive,Retail Food,354   North Market Building (FHMP),Boston,Ma,2109
627,Better Bagels,Active,Eating & Drinking w/ Take Out,77  Seaport BLVD,Boston,MA,2210
628,Blessing God African/Amer Mkt,Active,Retail Food,1076   Hyde Park AVE,Hyde Park,MA,2136
629,BLOCKBUSTER VIDEO No.  90033,Inactive,Retail Food,665   American Legion HW,Roslindale,MA,2131
630,Blue Bottle Coffee,Active,Eating & Drinking,800   Boylston ST,Boston,MA,2199
631,Blue Cross Blue Shield-Landmark Center,Inactive,Eating & Drinking w/ Take Out,401   Park DR,Boston,MA,2115
632,Blue Dragon,Active,Eating & Drinking,324  A ST,Boston,MA,2210
633,Blue Fuji,Inactive,Eating & Drinking w/ Take Out,106  Cambridge ST,Boston,MA,2114
634,Blue Hill Coffee Shop,Inactive,Eating & Drinking w/ Take Out,170   Blue Hill AVE,Dorchester,MA,2119
635,BLUE HILL COFFEE SHOP,Inactive,Eating & Drinking,170   Blue Hill AVE,Dorchester,MA,2119
636,Blue Hill Fruit Market,Inactive,Retail Food,1596   BLUE HILL  AV,MATTAPAN,MA,2126
637,BLUE HILL HOUSE OF PIZZA,Inactive,Eating & Drinking w/ Take Out,161   BLUE HILL  AV,ROXBURY,MA,2119
638,Blue Hill House of Pizza,Inactive,Eating & Drinking w/ Take Out,161    Blue Hill AV,ROXBURY,MA,2119
639,Blue Hill Market,Active,Retail Food,1366B   Blue Hill AVE,Mattapan,MA,2136
640,Appleton Farms (TTOR),Active,Retail Food,100  Hanover ST,Boston,MA,2108
641,Aramark @ BNY Mellon,Active,Eating & Drinking,201   Washington ST,Boston,MA,2108
642,Blue Hill Pharmary,Active,Retail Food,320   Blue Hill AVE,Dorchester,MA,2121
643,Blue Hill Pizza,Inactive,Eating & Drinking w/ Take Out,161   Blue Hill AVE,Roxbury,MA,2119
644,Blue Hill Star,Inactive,Retail Food,1366   Blue Hill AVE,Mattapan,MA,2126
645,Blue Island,Inactive,Eating & Drinking w/ Take Out,375   Blue Hill AV,Dorchester,Ma,2121
646,Blue Island,Inactive,Eating & Drinking w/ Take Out,375   Blue Hill AVE,Dorchester,MA,2121
647,Blue Nile Restaurant,Inactive,Eating & Drinking w/ Take Out,387   Centre ST,Jamaica Plain,MA,2130
648,Blue Smoke Restaurant,Inactive,Eating & Drinking w/ Take Out,1132   Blue Hill AVE,Dorchester,MA,2124
649,BLUE STAR RESTAURANT,Active,Eating & Drinking,11   Corinth ST,Roslindale,MA,2131
650,Blue State Coffee@957 Comm. Ave. Boston,Active,Eating & Drinking,957   Commonwealth AVE,Boston,MA,2215
651,BLUE WAVE SIENNAS,Inactive,Eating & Drinking,343   Congress ST,Boston,MA,2210
652,Bluestone Bristro,Inactive,Eating & Drinking,1799  Commonwealth AVE,Brighton,MA,2135
653,Best Buy,Inactive,Retail Food,401   Park DR,Boston,MA,2110
654,Blunch,Active,Eating & Drinking w/ Take Out,59   EAST SPRINGFIELD,BOSTON,MA,2136
655,BM1: BON ME YELLOW,Active,Mobile Food Walk On,100   City Hall PLZ,Boston,MA,2108
656,BM2:BON ME DARK BLUE,Active,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
657,BM4: BON ME ORANGE,Active,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
658,BFresh,Active,Retail Food,214   Harvard AVE,Allston,MA,2134
659,Au Bon Kiosk,Inactive,Eating & Drinking w/ Take Out,300   LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128
660,BMS Paper,Active,Retail Food,3390   Washington ST,Jamaica Plain,MA,2130
661,Bo Thai Cafe,Inactive,Eating & Drinking w/ Take Out,417   Cambridge ST,Allston,MA,2134
662,Boar's Nest,Inactive,Eating & Drinking,65   Kneeland ST,Boston,Ma,2111
663,Boars Nest Deli,Inactive,Eating & Drinking,65   KNEELAND ST ST,BOSTON,MA,2111
664,BOATHOUSE,Inactive,Eating & Drinking w/ Take Out,69   L ST,South Boston,MA,2127
665,Bob's Grocery,Active,Retail Food,160   Endicott ST,Boston,MA,2113
666,BOB'S PITA MARKET.,Active,Retail Food,4198   Washington ST,Roslindale,MA,2131
667,BOCA GRANDE RESTAURANT,Inactive,Eating & Drinking,366   Washington ST,Brighton,MA,2135
668,BOCA GRANDE TAQUERIA,Inactive,Eating & Drinking,642   BEACON ST,BOSTON,MA,2115
669,Bocao Latin Food,Active,Eating & Drinking,624   Blue Hill AVE,Dorchester,MA,2121
670,Bodega Canal,Active,Eating & Drinking,57   Canal ST,Boston,MA,2114
671,Bohemio's Restaurant,Inactive,Eating & Drinking w/ Take Out,30   Bennington ST,East Boston,MA,2128
672,Area 4 Restaurant,Active,Eating & Drinking,55  Traveler ST,Roxbury,MA,2118
673,Boloco,Active,Eating & Drinking w/ Take Out,133   Federal ST,Boston,MA,2110
674,Boloco,Active,Eating & Drinking w/ Take Out,48   Congress ST,Boston,MA,2109
675,Boloco,Inactive,Eating & Drinking w/ Take Out,125   Pearl ST,Boston,MA,2110
676,Boloco,Inactive,Eating & Drinking w/ Take Out,359   HUNTINGTON  AV,BOSTON,MA,2115
677,Boloco,Inactive,Eating & Drinking w/ Take Out,27   SCHOOL ST,BOSTON,MA,2109
678,Boloco,Active,Eating & Drinking w/ Take Out,283   LONGWOOD  AV,BOSTON,MA,2115
679,Boloco,Inactive,Eating & Drinking w/ Take Out,1940   Beacon ST,Brighton,MA,2135
680,BOLOCO,Inactive,Eating & Drinking w/ Take Out,1068   BOYLSTON,BOSTON,MA,2115
681,Boloco,Active,Eating & Drinking w/ Take Out,569   Boylston ST,Boston,MA,2116
682,Boloco - Berklee,Active,Eating & Drinking w/ Take Out,1080   Boylston ST,Boston,MA,2215
683,Boloco (247 Newbury St.),Inactive,Eating & Drinking w/ Take Out,247   Newbury ST,Boston,MA,2116
684,Boloco Inspired Burritos,Active,Eating & Drinking w/ Take Out,2   Park PLZ,Boston,MA,2116
685,Boloco-Atlantic Wharf,Active,Eating & Drinking w/ Take Out,280   Congress ST,Boston,MA,2110
686,BOMBAY CAFE,Inactive,Eating & Drinking,175   MASSACHUSETTS  AV,BOSTON,MA,2115
687,Bombay Club,Inactive,Eating & Drinking w/ Take Out,300   FANEUIL HALL MARKET PL,BOSTON,MA,2109
688,Bombay Club,Inactive,Eating & Drinking,1407   Washington ST,Roxbury,MA,2118
689,BON APPETIT @ LESLEY UNIV.,Inactive,Eating & Drinking,700   Beacon ST,Boston,MA,2215
690,BON APPETIT RESTAURANT,Active,Eating & Drinking w/ Take Out,1138   Blue Hill AVE,Dorchester,MA,2124
691,Big Bites,Inactive,Eating & Drinking,10   Walk Hill ST,Jamaica Plain,MA,2130
692,Bijou Night Club,Active,Eating & Drinking,51   Stuart ST,Boston,MA,2116
693,Bon Me,Active,Eating & Drinking w/ Take Out,100  Hanover ST,Boston,MA,2108
694,BON SAVOR,Inactive,Eating & Drinking w/ Take Out,605   Centre ST,Jamaica Plain,MA,2130
695,Bonapita,Active,Eating & Drinking w/ Take Out,51   Franklin ST,Boston,MA,2110
696,Bonchon Allston,Active,Eating & Drinking,101   Brighton AVE,Allston,MA,2134
697,ANGELO'S PIZZA BBQ PIT,Inactive,Eating & Drinking w/ Take Out,116   Washington ST,Dorchester,MA,2121
698,Arthur's Sunoco,Active,Retail Food,70   River ST,Mattapan,MA,2126
699,Bonfire By Todd English,Active,Eating & Drinking w/ Take Out,200   LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128
700,Bonne Chance Cafe,Active,Eating & Drinking,77   Canal ST,Boston,MA,2114
701,Boom Crispy Chicken,Active,Eating & Drinking w/ Take Out,20   Kneeland ST,Boston,MA,2111
702,Borders Book Store Music Cafe,Inactive,Eating & Drinking,10   School ST,Boston,MA,2108
703,Borders Books & Music,Inactive,Eating & Drinking,501   Boylston ST,Boston,MA,2116
704,Borinquen Bakery & Cafe,Active,Eating & Drinking,112   Stoughton ST,Dorchester,MA,2124
705,BOSTON & MAINE FISH CO.,Active,Eating & Drinking w/ Take Out,200   Faneuil Hall Market PL,Boston,MA,2109
706,BOSTON BACK BAY HILTON,Active,Eating & Drinking,40   Dalton ST,Boston,MA,2115
707,Black Bag Mini Mart,Active,Retail Food,137   Blue Hill AVE,Boston,MA,2119
708,Boston Backbay Cafe,Inactive,Eating & Drinking w/ Take Out,300   Terminal RD,East Boston/,MA,2128
709,Boston Bagel Company,Inactive,Eating & Drinking,753 E Broadway,South Boston,MA,2127
710,Boston Beer Works,Inactive,Eating & Drinking,500   Terminal RD,East Boston,MA,2128
711,Boston Beer Works,Active,Eating & Drinking,112  Canal ST,Boston,MA,2114
712,Boston Beer Works,Active,Eating & Drinking,61   Brookline AVE,Boston,MA,2215
713,Boston Beer Works (Pier B),Active,Eating & Drinking,300   LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128
714,Blackbird Doughnuts,Active,Eating & Drinking w/ Take Out,460  Tremont ST,Roxbury,MA,2116
715,Boston Beer Works (Pier C),Active,Eating & Drinking,300   LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128
716,Boston Big Easy,Inactive,Eating & Drinking w/ Take Out,624   Blue Hill AVE,Dorchester,MA,2121
717,Boston Bowl,Active,Eating & Drinking,820   WM T MORRISSEY  BL,DORCHESTER,MA,2122
718,Boston Burger,Inactive,Eating & Drinking,1493  Dorchester AVE,Dorchester,MA,2122
719,Boston Burger,Active,Eating & Drinking,1100   Boylston ST,Boston,MA,2215
720,Boston Burger Company,Active,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
721,Boston Cheese Cellar,Inactive,Retail Food,14   Birch ST,Roslindale,MA,2131
722,Boston Chops,Active,Eating & Drinking,1375  Washington ST,Roxbury,MA,2118
723,Boston Chowda Co.,Active,Eating & Drinking w/ Take Out,300   FANEUIL HALL MARKET PL,BOSTON,MA,2109
724,Boston Chowda Co.,Inactive,Eating & Drinking w/ Take Out,800   Boylston ST,Boston,MA,2199
725,Blanquita's Market,Active,Retail Food,190   Marion ST,Boston,MA,2128
726,Blaze Pizza,Active,Eating & Drinking,123   Stuart ST,Boston,MA,2116
727,BOSTON COLLEGE CLUB,Active,Eating & Drinking,100   Federal ST,Boston,MA,2110
728,BOSTON COLLEGE WALSH HALL,Active,Eating & Drinking,150   ST THOMAS MOORE,Brighton,MA,2135
729,Boston Common Coffee Co.,Active,Eating & Drinking,99  Canal ST,Boston,MA,2114
730,Boston Common Coffee Co.,Active,Eating & Drinking w/ Take Out,10   High ST,Boston,MA,2110
731,Boston Common Coffee Co.,Inactive,Eating & Drinking w/ Take Out,97  Salem ST,Boston,MA,2113
732,Boston Common Coffee Co.,Inactive,Eating & Drinking w/ Take Out,10   West ST,Boston,MA,2111
733,BOSTON COMMON FROG POND C.S.,Inactive,Eating & Drinking w/ Take Out,0   Boston Common,Boston,MA,2108
734,Boston Design Center Conveience,Inactive,Retail Food,1   DESIGN CENTER PL,BOSTON,MA,2205
735,Boston Fried Chicken,Active,Eating & Drinking w/ Take Out,1198   Blue Hill AVE,Mattapan,MA,2126
736,Boston Globe Cafeteria,Inactive,Eating & Drinking,135   William T Morrissey BLVD,Dorchester,MA,2125
737,Boston Globe Kiosk No.  2,Inactive,Eating & Drinking w/ Take Out,135   William T Morrissey BLVD,Dorchester,MA,2125
738,Boston Halal Market,Inactive,Retail Food,114   Blackstone ST,Boston,MA,2109
739,Boston Harbor Hotel,Active,Eating & Drinking,70  Rowes WHF,Boston,MA,2110
740,Boston Herald Cafe,Inactive,Eating & Drinking,1   Herald ST,Roxbury,MA,2118
741,BOSTON HERALD CAFE,Inactive,Eating & Drinking,1   Herald ST,Roxbury,MA,2118
742,Boston House of Pizza,Active,Eating & Drinking,305   Huntington AVE,Boston,MA,2115
743,Boston House of Pizza,Inactive,Eating & Drinking w/ Take Out,183   Chestnut Hill AV,Brighton,Ma,2135
744,Boston House of Pizza,Inactive,Eating & Drinking,305   HUNTINGTON  AV,BOSTON,MA,2115
745,Arya Trattoria,Active,Eating & Drinking,253   Hanover ST,Boston,MA,2113
746,Blockbuster Video No.  90031,Inactive,Retail Food,695  Truman Hw,Hyde Park,MA,2136
747,Blue Hill House of Pizza,Inactive,Eating & Drinking w/ Take Out,161   Blue Hill AVE,Roxbury,MA,2119
748,Blue Hill Liquors,Inactive,Retail Food,108   BLUE HILL  AV,ROXBURY,MA,2119
749,BOSTON HOUSE OF PIZZA,Inactive,Eating & Drinking w/ Take Out,305   HUNTINGTON  AV,BOSTON,MA,2115
750,Boston House of Pizza,Active,Eating & Drinking w/ Take Out,940   AMER LEGION  HW,ROSLINDALE,MA,2131
751,Boston Juicing,Active,Eating & Drinking w/ Take Out,283   Main ST,Charlestown,MA,2129
752,Boston Kabdo Co.,Inactive,Eating & Drinking,164   Brighton AVE,Allston,MA,2134
753,Boston Kebab House,Active,Eating & Drinking,44   Kilby ST,Boston,MA,2109
754,BOSTON KEBAB HOUSE,Inactive,Eating & Drinking w/ Take Out,10   LIBERTY SQ,Financial District/,MA,2109
755,Boston Kitchen,Active,Eating & Drinking w/ Take Out,300   Faneuil Hall Market PL,BOSTON,MA,2110
756,Assaggio,Active,Eating & Drinking,29   Prince ST,Boston,MA,2113
757,Assembly on 2,Active,Eating & Drinking,100   Summer ST,Boston,MA,2110
758,Boston Kitchen Pizza,Active,Eating & Drinking w/ Take Out,707   Washington ST,Boston,MA,2111
759,Boston Living Center,Active,Eating & Drinking,29   Stanhope ST,Boston,MA,2116
760,BOSTON MARKET,Active,Eating & Drinking w/ Take Out,1010   William T Morrissey BLVD,Dorchester,MA,2122
761,BOSTON MARKET,Active,Eating & Drinking w/ Take Out,245   Massachusetts AVE,Boston,MA,2115
762,Boston Marriott Long Wharf - FS,Active,Eating & Drinking,296  State ST,Boston,MA,2110
763,Blue Asia Cafe,Active,Eating & Drinking,101   Brighton AVE,Allston,MA,2134
764,Blue Cross Blue Sheild of Ma. Cafe,Active,Eating & Drinking,101  Huntington AVE,Boston,MA,2199
765,Bart's Ice Cream,Inactive,Retail Food,100  Hanover ST,Boston,MA,2108
766,Asian B B Q and Grill,Inactive,Eating & Drinking w/ Take Out,48   Winter ST,Boston,MA,2108
767,Blue State Coffee,Active,Eating & Drinking w/ Take Out,155   Seaport BLVD,Boston,MA,2210
768,Bluestone Bistro,Inactive,Eating & Drinking,1799   COMMONWEALTH,BRIGHTON,MA,2135
769,BM Convenience,Inactive,Retail Food,156   Washington ST,Dorchester,MA,2121
770,BBQSMITH (CHINATOWN GREENWAY PARK),Inactive,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
771,Blue Hill Market,Inactive,Retail Food,764   Blue Hill AVE,Dorchester,MA,2124
772,Boston Marriott Longwharf,Active,Eating & Drinking,296  State ST,Boston,MA,2110
773,Boston Medical Center,Inactive,Eating & Drinking,88   EAST NEWTON ST,BOSTON,MA,2118
774,Boston Medical Center,Inactive,Eating & Drinking,818   Harrison AVE,Roxbury,MA,2118
775,Boston Medical Center (Shapiro Bldg.),Active,Eating & Drinking,830  Harrison AVE,Roxbury,MA,2118
776,Boston News Cafe,Active,Eating & Drinking,28   State ST,Boston,MA,2109
777,Boston News Cafe (90 Arch St.),Active,Eating & Drinking w/ Take Out,90   Arch ST,Boston,MA,2110
778,Boston Opera House,Active,Eating & Drinking w/ Take Out,539   Washington ST,Boston,MA,2111
779,Boston Park Plaza (Main Kitchen/Room Serv.),Active,Eating & Drinking,50  Park PLZ,Boston,MA,2116
780,Blue Nile,Active,Eating & Drinking,389  Centre ST,Jamaica Plain,MA,2130
781,Boston Park Plaza Employee Cafeteria(3rdFl),Active,Eating & Drinking,50  Park PLZ,Boston,MA,2116
782,BOSTON PARK PLAZA(4 LOCATIONS),Inactive,Eating & Drinking,50   Providence ST,Boston,,0
783,Boston Pizza & Grill,Inactive,Eating & Drinking w/ Take Out,270   Babcock ST,Boston,Ma,2215
784,Boston Playwrights' Theatre,Inactive,Retail Food,949   Commonwealth AVE,Boston,MA,2215
785,Boston Pretzel Bakery,Inactive,Eating & Drinking w/ Take Out,200   Faneuil Hall Market PL,Boston,MA,2109
786,BOSTON RACQUET CLUB,Active,Retail Food,100   Summer ST,Boston,MA,2110
787,BOSTON SAIL LOFT,Active,Eating & Drinking,80  Atlantic AVE,Boston,MA,2110
788,Boston Shawarma,Active,Eating & Drinking,315   Huntington AV,Boston,Ma,2115
789,Atlas Convenience,Inactive,Retail Food,150   Huntington AV,Boston,MA,2115
790,ATRIUM CAFE/HARVARD MED.SCHOOL,Active,Eating & Drinking,260  Longwood AVE,Boston,MA,2115
791,Au Bon Pain,Active,Eating & Drinking,133  Brookline AVE,Boston,MA,2215
792,7-ELEVEN 33425T,Inactive,Retail Food,1304   Washington ST,Roxbury,MA,2118
793,Ben Cotto,Active,Eating & Drinking,357   Hanover ST,Boston,MA,2113
794,Bon Appetit Creperie,Active,Eating & Drinking w/ Take Out,100  Hanover ST,Boston,MA,2108
795,Bon Me Restaurant,Active,Eating & Drinking w/ Take Out,313   Congress ST,Boston,MA,2210
796,BONNE CHANCE CAFE,Inactive,Eating & Drinking w/ Take Out,77   Canal ST,Boston,MA,2114
797,Bos Burger,Active,Eating & Drinking,1501  Dorchester AVE,Dorchester,MA,2122
798,Amigos Locos American Cantina,Active,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
799,Boston Bagel Company,Active,Eating & Drinking,753 E Broadway,South Boston,MA,2127
800,BOSTON BRICKHOUSE,Inactive,Eating & Drinking,146   Belgrade AVE,Roslindale,MA,2131
801,Angelina's Panini  Bar,Inactive,Eating & Drinking w/ Take Out,300   LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128
802,Boston Creamery & Confection,Inactive,Retail Food,1  Faneuil Hall SQ,Boston,MA,2109
803,Boston Fried Chicken,Active,Eating & Drinking,998  Blue Hill AVE,Dorchester,MA,2124
804,BOSTON INDIAN KITCHEN  INC.,Inactive,Eating & Drinking,51A   Massachusetts AVE,Boston,MA,2115
805,BOSTON LIQUOR DEPOT  INC.,Active,Retail Food,861   Washington ST,Dorchester,MA,2124
806,BOSTON MARRIOTT/STARBUCKS,Inactive,Eating & Drinking w/ Take Out,110   HUNTINGTON  AV,BOSTON,MA,2116
807,Boston Pizza & Grill,Active,Eating & Drinking w/ Take Out,533   Columbia RD,Dorchester,MA,2125
808,Boston Projuice LLC,Inactive,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
809,BOSTON SHAWARMA,Inactive,Eating & Drinking w/ Take Out,315   HUNTINGTON  AV,BOSTON,MA,2115
810,Boston Symphony Orchestra,Active,Eating & Drinking w/ Take Out,301   MASSACHUSETTS  AV,BOSTON,MA,2115
811,Boston Tops (Trmnl B U S Air),Inactive,Retail Food,200   Terminal RD,East Boston,MA,2128
812,BOSTON UNIVERSITY ATHLETIC CTR,Active,Eating & Drinking w/ Take Out,285   BABCOCK,BOSTON,MA,2215
813,Boston Winter Market Village,Inactive,Retail Food,1   City Hall PZ,Boston,MA,2201
814,Bostone Pizza,Inactive,Eating & Drinking w/ Take Out,225   Newbury ST,Boston,MA,2116
815,Bostonia Public House,Active,Eating & Drinking,131  State ST,Boston,MA,2109
816,BOSTON'S BADDEST BURGER & SANDWICH CO.,Active,Mobile Food Walk On,1   Citywide ST,Boston,MA,2128
817,BOULEVARD BAKERY,Inactive,Eating & Drinking,330   M L KING  BL,ROXBURY,MA,2119
818,Boulevard Cafe,Inactive,Eating & Drinking,330   M L KING,ROXBURY,MA,2119
819,BOURBON ST. CAFE,Active,Eating & Drinking w/ Take Out,417   Washington ST,Boston,MA,2108
820,Au Bon Pain (Airside-Amer West),Inactive,Eating & Drinking w/ Take Out,200   LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128
821,Aurum,Inactive,Eating & Drinking,377   Centre ST,Jamaica Plain,MA,2130
822,Avenue Liquors,Inactive,Retail Food,79   SAVIN HILL AV,Dorchester/,MA,2125
823,B Fresh,Inactive,Retail Food,470   Washington ST,Brighton,MA,2135
824,B. Good (Mobile),Inactive,Mobile Food Walk On,131  Dartmouth ST,Boston,MA,2116
825,B.D.'S,Inactive,Retail Food,500   Geneva AVE,Dorchester,MA,2122
826,ANDREW SQUARE HOUSE OF PIZZA,Active,Eating & Drinking w/ Take Out,395  Dorchester ST,South Boston,MA,2127
827,B.U. SCHOOL OF LAW CART,Active,Eating & Drinking w/ Take Out,765   COMMONWEALTH  AV,BOSTON,MA,2215
828,B.U. TOWERS HALL,Inactive,Eating & Drinking,140   Bay State RD,Boston,MA,2215
829,Bailey and Sage,Active,Eating & Drinking w/ Take Out,100   Federal ST,Boston,MA,2110
830,Balance Patch,Active,Eating & Drinking,1031  Commonwealth Av,Boston,MA,2215
