DepartmentName,JobTitle,Zip,Salary
Jackson/Mann K-8,Teacher,2130,"$93,489.93"
BPS Ellis Elementary,Teacher,2130,"$97,456.12"
Henderson Elementary,Director (D) (non-ac),2122,"$78,304.02"
BPS Ohrenberger Elementary,Community Field Coordinator,2136,"$54,375.55"
Ellison/Parks EES,Surround Care Paraprofessional,2126,"$47,225.09"
Curley K-8,Paraprofessional,2119,"$34,224.51"
BPS Latin Academy,Librarian,2136,"$91,367.12"
BPS Sumner Elementary,Teacher,2119,"$97,456.12"
Teaching & Learning,Teacher,2131,"$97,674.74"
BPS Cl#10 Lee Academy,Teacher,2124,"$102,780.74"
Eliot K-8,Teacher,2131,"$94,846.97"
Haynes EEC,Paraprofessional,2132,"$35,691.51"
Dpt of Innovation & Technology,Exec Sec,2132,"$81,308.31"
Perry K-8,Prin Clerk/School Sec 19,2124,"$51,179.12"
BPS Winthrop Elementary,Teacher,2121,"$106,789.71"
Baldwin ELC,Lunch Hour Monitors,2135,"$7,545.72"
Tobin K-8,Teacher,2135,"$98,138.98"
BPS Timilty Middle,Paraprofessional,2136,"$43,395.63"
BPS Kenny Elementary,Security Para,2124,"$58,773.54"
BPS Beethoven Elementary,Teacher,2120,"$104,165.87"
Young Achievers K-8,Technician (B),2131,"$72,314.17"
BPS Condon Elementary,Library Paraprofessional,2127,"$42,281.74"
East Boston EEC,Lunch Hour Monitors,2128,"$8,748.06"
BPS Beethoven Elementary,Paraprofessional,2132,"$28,463.47"
Higginson/Lewis K-8,Paraprofessional,2125,"$50,327.25"
BPS Murphy Elementary,Prin Clerk/School Sec 19,2127,"$51,225.32"
BPS Kenny Elementary,Paraprofessional,2125,"$35,850.02"
BPS Bradley Elementary,Paraprofessional,2129,"$28,860.66"
BPS Orchard Gardens K-8 Pilot,Community Field Coordinator,2131,"$72,096.83"
BPS Madison Park High,Prin Clerk/School Sec 21,2131,"$52,160.42"
BPS Special Education,SEIMS Support Assistant,2127,"$49,498.28"
Mattapan Early Elementary,Teacher,2136,"$100,137.02"
Chief Operating Officer,Operational Leader,2136,"$128,731.98"
BPS Special Education,Teacher,2119,"$98,347.74"
BPS O'Bryant School,Library Paraprofessional,2126,"$32,736.38"
Boston Police Department,ChCommEquipOper I (SCTT),2127,"$58,071.77"
BPS Ellis Elementary,Lunch Hour Monitors,2119,"$8,748.06"
BPS Madison Park High,Paraprofessional,2124,"$34,221.41"
BPS Welcome Services,Coord-Manager (B),2128,"$55,136.58"
King K-8,Prin Clerk/School Sec 19,2126,"$52,147.64"
Unified Student Svc,Specialist (BTU) non ac,2130,
BPS Chittick Elementary,Paraprofessional,2121,"$39,926.93"
BPS Harvard/Kent Elementary,Teacher,2124,"$98,138.98"
BPS Brighton High,Instructional Coach,2135,"$75,028.50"
Boston Fire Department,Fire Fighter-AdvanceTechnician,2124,"$108,683.43"
West Roxbury Academy,Paraprofessional,2120,"$37,308.49"
BPS Substitute Teachers/Nurs,Substitute Teacher,2131,"$10,026.53"
BPS Substitute Teachers/Nurs,Substitute Nurse,2125,"$3,717.69"
BPS Boston Latin,Nurse,2122,"$88,051.58"
East Boston EEC,Paraprofessional,2114,"$27,813.20"
BPS Office Of Budget Mgmt,Attendant,2136,"$7,521.08"
"Greenwood, S K-8",Teacher,2125,"$107,172.49"
Frederick Pilot Middle,Paraprofessional,2124,"$30,971.36"
BPS Holmes Elementary,Teacher,2127,"$103,989.01"
Accountability,Program Director (Basas 9A),2131,"$100,757.72"
Boston Cntr - Youth & Families,Counselor (CC),2121,$72.00
BPS Condon Elementary,Paraprofessional,2124,"$40,489.16"
BPS Facility Management,Jr Cust/Nights,2134,"$50,374.74"
Info & Instr Technology,Coord-Manager (C),2125,"$70,378.88"
BPS Madison Park High,Shared Manager,2124,"$51,956.59"
BPS Taylor Elementary,Lunch Hour Monitors,2124,"$6,322.65"
BPS Perkins Elementary,Sub Lunch Monitor,2127,"$1,023.00"
BPS Latin Academy,Registrar,2125,"$107,994.97"
BPS Counseling Service,Prin Clerk Typist 21,2122,"$51,034.64"
BPS Grew Elementary,Lunch Hour Monitors,2136,"$8,706.60"
West Roxbury Academy,Nurse,2136,"$102,724.14"
BTU Pilot,Community Field Coordinator,2136,"$48,379.71"
BPS School Safety Service,Officer-Bps Police,2120,"$48,448.14"
BPS Boston Latin,Headmaster,2130,"$24,036.60"
BPS Chittick Elementary,Teacher,2121,"$107,313.99"
BPS Human Resource Team,New Teacher Developer,2126,"$104,617.05"
BPS Fenway High,Teacher,2118,"$42,981.61"
BPS Irving Middle,Teacher,2136,"$105,377.91"
BPS Boston Comm Leadership Ac,Teacher,2124,"$96,371.53"
BPS New Mission Pilot,Teacher,2131,"$104,982.71"
BPS Condon Elementary,Teacher,2127,"$104,222.47"
BPS Charlestown High,Teacher,2144,"$51,078.25"
BPS Latin Academy,Program Director (Basas 9A),2139,"$105,173.17"
BPS Charlestown High,Headmaster,2136,"$153,309.10"
Chief Operating Officer,Operational Superintendent,2136,"$156,649.50"
Boston Fire Department,Fire Fighter,2132,"$108,648.47"
Quincy Upper School,Teacher,2126,"$105,329.14"
BPS Trotter Elementary,Prin Clerk/School Sec 19,2125,"$49,307.91"
BPS McCormack Middle,Asst Principal Middle,2126,"$118,839.80"
BPS Cl#10 Lee Academy,Teacher,2131,"$91,530.49"
Hernandez K-8,Principal Middle,2131,"$131,531.47"
BPS Another Course To Colleg,Teacher,2131,"$98,347.74"
BPS Horace Mann,Teacher,2138,"$105,619.13"
BPS Lee Elementary,Teacher,2127,"$100,462.74"
BPS Facility Management,Jr Custodian,2128,"$49,622.76"
BPS Dever Elementary,SpEd Support Svcs Coordinator,2124,"$99,980.43"
BPS Trotter Elementary,Paraprofessional,2119,"$39,931.89"
Hernandez K-8,Teacher,2131,"$105,732.11"
Warren/Prescott K-8,Teacher,2129,"$102,795.31"
BPS Quincy Elementary,Paraprofessional,2121,"$42,633.09"
BPS Dearborn Middle,Prin Clerk/School Sec 19,2124,"$49,498.28"
BPS Community Academy,Guidance Counselor(1),2131,"$96,014.39"
BPS Welcome Services,Asst Director (C),2122,"$78,924.04"
King K-8,Teacher,2126,"$96,783.12"
BPS Facility Management,Jr Cust/Nights,2120,"$50,557.88"
BPS Boston Arts Academy,Part-Time Cafeteria Attendant,2127,"$14,544.48"
BPS Taylor Elementary,Lunch Hour Monitors,2126,"$8,540.76"
BPS Chittick Elementary,Nurse,2131,"$105,377.72"
HPEC: Com Acd Science & Health,SpEd Support Svcs Coordinator,2139,"$102,724.14"
Jackson/Mann K-8,Teacher,2135,"$100,462.74"
BPS McKinley Middle,Teacher,2127,"$105,769.28"
BPS Charlestown High,Teacher,2136,"$88,368.58"
BPS Ohrenberger Elementary,Social Worker/Coordinator,2127,"$109,904.29"
BPS Mozart Elementary,Paraprofessional,2136,"$28,882.09"
BPS Beethoven Elementary,Lunch Hour Monitors,2136,"$8,748.06"
BPS Special Education,ABA Specialist (BTU),2122,"$83,949.29"
BPS Sumner Elementary,Teacher,2116,"$95,132.36"
BPS Winthrop Elementary,Lunch Hour Monitors,2125,"$8,554.58"
BPS Brighton High,Prin Clerk/School Sec 21,2124,"$51,860.64"
Food & Nutrition Svc,Substitute Cafeteria Attendant,2129,$44.00
BPS Hale Elementary,Teacher,2132,"$100,256.59"
Henderson Elementary,Prin Clerk/School Sec 19,2124,"$49,498.28"
BPS Special Education,Sen Technician (C),2126,"$73,590.42"
BPS Irving Middle,Paraprofessional,2126,"$29,016.75"
Henderson Elementary,Nurse,2124,"$102,724.14"
BPS Office Of Budget Mgmt,Analyst (C),2124,"$118,319.76"
West Roxbury Academy,Student Dev Counselor (1),2119,"$117,338.46"
BPS Welcome Services,Director (D) (non-ac),2136,"$84,778.54"
BPS O'Bryant School,Teacher,2127,"$91,367.12"
WREC: Urban Science Academy,Teacher,2136,"$96,014.39"
BPS Orchard Gardens K-8 Pilot,Lunch Hour Monitors,2121,"$8,440.58"
BPS Bradley Elementary,Teacher,2115,"$104,222.47"
Law Department,First AsstCorporationCounsels,2131,"$143,238.96"
Parks Department,Admin Asst,2136,"$62,004.67"
Dpt of Innovation & Technology,Sr Data Proc Sys Anl (ASD/DPU),2128,"$113,451.78"
Inspectional Services Dept,Supv of Building Inspection,2136,"$50,622.70"
Neighborhood Development,Dir,2127,"$143,249.34"
Neighborhood Development,Program Asst,2125,"$64,561.43"
Boston Retirement System,Admin Asst (Finance),2131,"$84,173.97"
Treasury-Treasury Division,Supv-Accounting,2136,"$95,378.82"
Assessing Department,Prin Admin Asst,2132,"$97,647.03"
Neighborhood Services,Staff Asst I,2128,"$54,010.79"
Traffic Division,Traffic Signal Supv,2128,"$107,079.81"
Office of Tourism,Staff Asst II,2136,"$65,194.42"
ASD Office of Budget Mangmnt,Deputy Director (Budget),2131,"$137,508.10"
Hernandez K-8,Paraprofessional,2118,"$31,025.70"
Neighborhood Services,Staff Asst II,2131,"$66,086.52"
Inspectional Services Dept,Dep Sealer (Wts & Msrs)##,2132,"$71,567.32"
Inspectional Services Dept,Housing Inspector,2132,"$53,467.24"
Inspectional Services Dept,Prin Health Inspector,2132,"$89,602.73"
Auditing Department,Supv Of Acctng(Trans Div)(Aud),2124,"$74,611.94"
Boston City Council,Secretary,2129,"$12,480.00"
Cemetery Division,Grave Digger,2120,"$43,937.54"
Elderly Commission,Advocacy Representative,2131,"$53,661.95"
Parks Department,Fleet Manager,2131,"$91,432.65"
Treasury-Treasury Division,Exec Asst   (Treasury),2134,"$42,152.29"
Inspectional Services Dept,Asst Comm/Weights & Measures,2128,"$88,388.57"
ASD Office of Budget Mangmnt,Sr Admin Anl (Sp Proj Stff)Aud,2128,"$81,308.33"
Boston Cntr - Youth & Families,Dir of Programming,2124,"$97,388.39"
Boston Retirement System,Admin Asst,2136,"$64,253.62"
Neighborhood Development,Project Mngr,2125,"$74,987.35"
Inspectional Services Dept,Chief Bldg Inspector##,2130,
Office of Economic Development,Neigh Business Manager,2125,"$67,431.62"
Cemetery Division,Gen Park Maint Frprs,2121,"$55,628.36"
Property Management,Sr Admin Asst (Shift Supv),2136,"$82,127.01"
Public Works Department,Code Enforce Offc,2127,"$9,024.24"
Inspectional Services Dept,Code Enforce Inspector(Isd),2122,"$75,897.34"
Assessing Department,Office Manager(Asn),2122,"$69,316.05"
Neighborhood Development,Computer Specialist,2135,"$69,774.06"
ASD Office of Budget Mangmnt,Exec Asst   (Obpe),2124,"$113,276.06"
Parks Department,Prin Admin Asst (P&R),2136,"$81,308.34"
Elderly Commission,Driver,2119,"$45,304.92"
Office of Admin & Finance,Special Assistant,2132,"$97,495.30"
Inspectional Services Dept,Prin Housing Inspector,2135,"$81,250.06"
Inspectional Services Dept,Envrnmntl Health Inspector I,2118,"$70,527.32"
Boston Cntr - Youth & Families,Admin Coordinator (Com Sch),2127,"$97,647.03"
Assessing Department,"121A Manager, BOR",2129,"$113,276.10"
Property Management,Security Supv (Prot Serv),2128,"$55,734.62"
Dpt of Innovation & Technology,Data Proc Sys Analyst,2124,"$81,308.30"
Chief Operating Officer,Manager (C) (non-ac),2136,"$91,779.63"
Inspectional Services Dept,Housing Inspector,2131,"$67,618.23"
BPS Special Education,One to One Para,2129,"$54,387.81"
Elderly Commission,Advocacy Representative,2136,"$54,288.24"
Property Management,Jr Building Custodian,2127,"$45,024.55"
Workers Compensation Service,Workers Comp Job Classificatn,2136,
Office of Economic Development,Sr Neigh Business Mgr,2118,"$95,211.32"
ASD Office of Budget Mangmnt,Sr Data Proc Sys An(Budget),2116,"$71,416.78"
Property Management,Security Offc (Prot Ser),2121,"$48,130.69"
Parks Department,Admin Asst,2126,"$62,004.71"
Neighborhood Services,Staff Asst IV,2136,"$77,870.14"
Inspectional Services Dept,Prin Admin Asst,2122,"$97,647.06"
Treasury-Treasury Division,Chief of Staff,2131,"$113,276.04"
ASD Human Resources,Supv of Personnel,2136,"$119,462.46"
Assessing Department,Dir-Assessing Services,2136,"$89,342.75"
Assessing Department,Supv-Asst Assessors,2127,"$81,592.61"
Parks Department,Supn-Horticulture,2122,"$89,342.52"
Property Management,Admin Asst I (Prop Mgnt),2129,"$74,850.57"
Neighborhood Development,Program Asst,2126,"$64,561.45"
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,2125,"$97,647.06"
ASD Human Resources,Human Resources Representative,2119,"$64,007.35"
Election Division,Head Asst Registrar of Voters,2128,"$113,451.81"
Boston Police Department,Police Sergeant,2128,"$87,998.80"
Workers Compensation Service,Workers Comp Job Classificatn,2121,
Election Division,Prin Asst Registrar Of Voters,2124,"$59,854.48"
Inspectional Services Dept,Board Members (Examiners),2132,"$2,400.00"
Inspectional Services Dept,Dog Offr(AnimalControlOffcr)##,2124,"$58,469.05"
City Clerk,City Clerk,2124,"$97,849.96"
Neighborhood Services,Staff Asst I,2124,"$58,085.17"
Parks Department,Park Maint Foreprs##,2128,"$51,743.27"
Neighborhood Development,Special Assistant (DND),2132,"$91,282.89"
Neighborhood Development,Program Mngr,2131,"$75,412.49"
Inspectional Services Dept,Asst Bldg Commissioner,2131,"$109,247.42"
Inspectional Services Dept,Assoc Inspection Eng Fire-Serv,2125,"$113,451.81"
Inspectional Services Dept,Dir-Publicity,2119,"$90,685.56"
Inspectional Services Dept,Dep Sealer (Wts & Msrs)##,2126,"$70,527.34"
Office of Economic Development,Dep Dir,2124,"$84,737.86"
Assessing Department,Admin Anl,2132,"$56,921.77"
Auditing Department,Sr Accountant,2128,"$52,636.49"
Elderly Commission,Adm Dir for Transportation,2129,"$71,013.14"
Boston Retirement System,Prin Accountant,2128,"$69,215.36"
Parks Department,Exec Sec (Parks & Recreation),2136,"$97,647.08"
Boston Retirement System,Employment Agreement,2131,"$50,047.75"
Neighborhood Development,Controller,2132,"$106,789.34"
Treasury-Collecting Division,Teller,2127,"$52,641.33"
Property Management,Security Offc (Prot Ser),2136,"$48,444.55"
Treasury-Collecting Division,Second Asst Coll-Trs (Trs/Col),2132,"$113,451.83"
Public Works Department,Head Account Clerk,2128,"$49,003.55"
Parks Department,Park Maint Foreprs##,2129,"$51,813.32"
Dpt of Innovation & Technology,Data Proc Sys Analyst 1,2127,"$89,342.69"
Election Division,Admin Asst,2127,"$21,856.75"
ASD Human Resources,Dir of Employee Asst (EAP),2121,"$101,163.54"
Transportation-Parking Clerk,Teller,2129,"$43,482.07"
Inspectional Services Dept,Chief Bldg Admin Clerk,2135,"$54,292.14"
ASD Human Resources,DirofTalentAquisitionMgmt&Empl,2126,"$113,276.08"
Inspectional Services Dept,Health Inspector##,2136,"$70,553.10"
Property Management,Sr Computer Operator,2122,"$51,903.80"
Parks Department,Gen Supn (Pks/Turf Maint),2131,"$114,495.10"
Parks Department,Gardener,2131,"$47,493.43"
Inspectional Services Dept,Health Inspector##,2124,"$70,803.30"
ASD Office Of Labor Relation,Asst Corp Counsel III,2132,"$97,495.33"
ASD Human Resources,Human Resources HRIS Manager,2136,"$113,276.06"
Workers Compensation Service,Workers Comp Job Classificatn,2131,
Inspectional Services Dept,Legal Asst (ISD),2127,"$67,063.11"
Parks Department,Supn-Park Maint,2122,"$89,699.48"
ASD Office of Budget Mangmnt,Admin Asst,2136,"$55,524.36"
Office of Economic Development,Sr Program Manager,2130,"$88,103.60"
Public Facilities Department,Dir,2124,"$128,749.92"
Inspectional Services Dept,Sr Admin Anl,2132,"$81,553.62"
Boston Fire Department,Prin Admin Asst,2136,"$100,318.66"
Mayor's Office,Spec Asst IV,2136,"$109,638.35"
Boston Retirement System,Admin Asst (Retirement),2134,"$69,215.40"
Neighborhood Development,Operations Manager,2135,"$91,282.90"
Chief Financial Officer,Specialist (C),2128,"$88,730.62"
Treasury-Collecting Division,Supv-Accounting,2131,"$97,647.06"
BPS Labor Relations,Employment Agreement,2132,"$50,745.00"
Inspectional Services Dept,Board Member Appeals,2135,"$10,200.00"
Inspectional Services Dept,Housing Inspector,2128,"$12,501.20"
Assessing Department,Dir-Assessing Services,2124,"$89,342.77"
Inspectional Services Dept,Building Inspector##,2126,"$80,415.05"
Elderly Commission,Sr Budget Anl (Eld/Fiscal),2118,"$81,308.31"
Inspectional Services Dept,Dog Offr(AnimalControlOffcr)##,2125,"$61,175.74"
Property Management,Mech Equip Repairprs Foreprs,2130,$624.48
Auditing Department,Sr Admin Asst,2119,"$89,342.75"
Boston Cntr - Youth & Families,Exec Asst,2119,"$71,503.61"
Neighborhood Development,Program Mngr,2121,"$73,534.30"
Inspectional Services Dept,Health Inspector##,2126,"$70,521.21"
Neighborhood Development,Housing Development Offcr,2125,"$81,509.60"
Assessing Department,"Operations Manager, BOR",2122,"$125,251.04"
Inspectional Services Dept,Admin Asst,2126,"$72,052.95"
Public Facilities Department,Project Manager (PFD),2129,"$95,137.29"
Parks Department,Exec Sec  (P&R Comm Office),2132,"$67,809.69"
Public Facilities Department,Project Manager (PFD),2134,"$97,647.00"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,2132,"$32,999.78"
Office of Tourism,Director,2129,"$91,999.96"
Parks Department,Community Relations Spec(P&R),2128,"$74,611.90"
Women's Advancement,Staff Asst III,2127,"$71,503.62"
Neighborhood Development,Contruction Specialist I,2132,"$69,774.02"
Inspectional Services Dept,Asst Dir Housing Inspection,2119,"$8,283.25"
Dpt of Innovation & Technology,Data Proc Sys Analyst,2135,"$81,308.31"
Property Management,Admin Asst (Exec Secretary),2132,"$17,253.04"
Office of Economic Development,Admin Asst (M/Wbe),2124,"$69,367.61"
Public Facilities Department,Sr Project Mangr (PFD),2136,"$113,451.83"
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,2124,"$97,647.06"
Neighborhood Development,Compliance Monitor,2128,"$69,774.03"
Inspectional Services Dept,Asst Dir Housing Inspection,2124,"$89,342.73"
Public Works Department,Code Enforcement Off(Srgt),2122,"$76,523.08"
Public Works Department,Spec Hvy Meo,2127,"$41,015.54"
Neighborhood Development,Dep Dir,2132,"$85,431.52"
ASD Intergvernmtl Relations,Exec Sec    (Int),2136,"$67,915.01"
Inspectional Services Dept,Building Inspector##,2136,"$87,591.22"
Consumer Affairs & Licensing,Staff Asst,2136,"$59,477.36"
Property Management,Electrician##,2127,"$51,143.87"
Consumer Affairs & Licensing,Dep Dir/Legal Advisor,2115,"$22,017.72"
Neighborhood Development,Admin Services Manager,2130,"$34,805.75"
Public Works Department,Prin Admin Asst,2122,"$98,303.46"
Neighborhood Development,Program Asst,2136,"$64,561.36"
Auditing Department,Sr Research Analyst,2118,"$61,754.92"
Law Department,Claims/Affirmative RecoveryAnl,2136,"$74,850.55"
Inspectional Services Dept,Sr Data Proc Sys Anl,2136,"$92,040.38"
Neighborhood Development,Operations Manager,2122,"$91,282.89"
ASD Human Resources,Dep Chief Staff,2124,"$90,931.68"
Parks Department,Gardener,2130,"$47,493.41"
Property Management,Jr Building Custodian,2131,"$45,384.54"
Assessing Department,Supv-Asst Assessors,2124,"$81,592.56"
Auditing Department,Asst City Auditor,2131,"$104,878.22"
Assessing Department,Dir-Assessing Services,2135,"$89,342.74"
ASD Human Resources,Prin Admin Asst,2127,"$97,647.11"
Boston Retirement System,Sr Admin Asst,2132,"$79,613.52"
Dpt of Innovation & Technology,Data Proc Sys Analyst,2122,"$71,730.06"
Dpt of Innovation & Technology,Prin Dp Sys Anal-Dp,2132,"$120,412.36"
City Clerk,Archivist,2125,"$104,878.18"
Public Facilities Department,Admin Asst (PFD),2136,"$69,215.30"
Inspectional Services Dept,Supv-Electrical Inspection,2132,"$96,375.76"
Treasury-Collecting Division,First Asst Coll-Trs (Trs/Col),2127,"$120,412.36"
Neighborhood Development,Finance Manager,2118,"$81,509.56"
Public Facilities Department,Sr Project Mangr (PFD),2132,"$113,451.82"
Public Facilities Department,Asst Dir,2122,"$120,091.79"
Elderly Commission,Outreach&EngagemntSpc(Elderly),2129,"$66,010.40"
Dpt of Innovation & Technology,Data Proc Sys Analyst,2131,"$81,308.32"
Parks Department,Gardener,2124,"$47,493.42"
Public Works Department,Supv-Highway Maint (Pwd),2127,"$70,590.40"
City Clerk,Asst City Clerk,2131,"$104,715.30"
BPS South Boston HS - Excel,Asst Headmaster,2119,"$119,097.34"
Property Management,Director of Human Resources,2127,"$104,715.27"
Mayor's Office,Staff Asst-Photogrpher,2124,"$71,503.65"
Neighborhood Development,Clearinghouse&InventoryManager,2128,"$2,194.50"
Auditing Department,City Auditor,2127,"$128,526.58"
Auditing Department,Prin Admin Analyst,2131,"$89,342.78"
Dpt of Innovation & Technology,Exec Asst (Mgmt Info Svcs),2132,"$137,583.75"
ASD Human Resources,Prin Admin Asst,2122,"$97,647.05"
Inspectional Services Dept,Assoc Inspec  Engineer(Isd),2132,"$109,378.24"
Public Facilities Department,Asst Dir,2131,"$116,261.22"
Inspectional Services Dept,Envrnmntl Health Inspector II,2128,"$65,511.30"
Fair Housing & Equity,Dep Dir,2121,"$91,000.00"
City Clerk,Prin Admin Asst,2122,"$102,656.71"
Office of Economic Development,Operations Manager,2131,"$91,282.93"
Boston Police Department,Sr Data Proc Sys Anl,2136,"$97,647.04"
Property Management,Head Clerk,2132,"$50,623.81"
Election Division,Sr Asst Registrar Of Voters,2119,"$52,641.40"
Inspectional Services Dept,Dir Bldg & Structure Div,2132,"$10,863.87"
Inspectional Services Dept,Supv-Electrical Inspection,2131,"$6,749.69"
Public Facilities Department,Project Manager II (PFD),2136,"$104,878.20"
Parks Department,Greenhouse Gardener,2132,"$49,377.99"
Inspectional Services Dept,Chief Deputy Sealer Wts&Msrs##,2119,"$85,637.81"
Property Management,Jr Building Custodian,2129,"$42,167.24"
Inspectional Services Dept,Housing Inspector,2120,"$69,831.39"
Public Facilities Department,Procurement/AP Manager,2124,"$97,647.03"
Office of Economic Development,Dir of Outreach & Engagement,2124,"$96,867.81"
Inspectional Services Dept,Head Admin Clerk,2127,"$56,921.79"
Neighborhood Development,Operations Manager,2124,"$91,282.88"
Cemetery Division,Gen Sup Pk Maint (Cemetery),2132,"$113,451.85"
Boston Police Department,MtrEquipRpprClassIIBPDFleetBFD,2132,"$68,242.59"
Inspectional Services Dept,Admin Asst,2121,"$72,052.96"
Assessing Department,Research Assessor,2136,"$81,270.97"
Dpt of Innovation & Technology,Prin Data Proc Systems Analyst,2122,"$114,491.78"
Treasury-Collecting Division,Tax Title Supv (Trs/Col),2124,"$63,980.98"
Election Division,Prin Admin Asst,2125,"$97,647.02"
Assessing Department,Jr Assessing Draftsperson,2129,"$69,747.36"
Workers Compensation Service,Workers Comp Job Classificatn,2119,
Inspectional Services Dept,Supv of Building Inspection,2121,"$91,259.06"
Parks Department,Admin Asst,2132,"$62,004.70"
Boston Fire Department,Fire Fighter,2124,"$96,626.25"
Inspectional Services Dept,Housing Inspector,2122,"$67,481.50"
Inspectional Services Dept,Health Inspector##,2131,"$73,987.66"
ASD Human Resources,Sr Admin Asst,2128,"$69,249.12"
Traffic Division,Dispatcher,2127,$652.25
Inspectional Services Dept,Prin Clerk & Typist,2125,"$43,360.45"
Boston Police Department,Supn-Police Buildings,2132,"$89,342.54"
Inspectional Services Dept,Plumbing Inspector##,2132,"$86,835.02"
Neighborhood Development,Dep Dir,2125,"$55,530.43"
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,2136,"$97,647.00"
Parks Department,Gen Park Maint Frprs,2124,"$61,802.72"
Boston Police Department,Exec Sec (B.P.D.),2126,"$51,224.30"
Inspectional Services Dept,Asst Comm Bldg&Structure Div,2127,"$113,776.04"
Consumer Affairs & Licensing,Sr Personnel Officer,2116,"$80,560.19"
Neighborhood Development,Sr Project Manager,2124,"$88,103.60"
Parks Department,Prin Admin Analyst,2122,"$89,342.74"
Election Division,Chairperson (Elt),2124,"$110,000.02"
Boston City Council,City Councilor,2136,"$99,499.92"
Boston Police Department,Asst Prin Accountant,2131,"$54,331.86"
Neighborhood Development,Digital Cartographer,2125,"$21,944.87"
Property Management,Mech Equip Repairprs Foreprs,2136,"$81,308.29"
Inspectional Services Dept,Building Inspector##,2132,"$85,749.22"
Consumer Affairs & Licensing,Admin Asst,2129,"$17,232.74"
Property Management,Mech Equip Repairperson,2131,"$74,611.94"
Workers Compensation Service,Workers Comp Job Classificatn,2125,
Inspectional Services Dept,Building Inspector##,2128,"$85,654.96"
ASD Office of Budget Mangmnt,Sr Finance Manager,2132,"$7,681.04"
Neighborhood Development,Project Mngr,2132,"$75,412.48"
Assessing Department,Sr Admin Anl,2136,"$81,308.33"
Dpt of Innovation & Technology,Asst Manager-Data Processing,2122,"$69,610.21"
Boston City Council,CityMessengr&SrLegislatvAsstCC,2119,"$62,214.20"
Elderly Commission,Scheduler,2128,"$37,370.39"
Public Facilities Department,Clerk of Works II (PFD),2127,"$89,342.78"
ASD Human Resources,Office Manager,2132,"$23,959.12"
Neighborhood Development,Admin Asst,2136,"$57,017.00"
Neighborhood Development,Project Mngr,2115,"$75,412.49"
Inspectional Services Dept,Sr Legal Asst (Isd),2122,"$67,025.32"
Consumer Affairs & Licensing,Head Admin Clerk,2127,"$56,921.79"
Parks Department,Gen Park Maint Frprs,2132,"$69,648.30"
Public Works Department,Supv-Highway Maint (Pwd),2126,"$73,347.08"
Property Management,Mech Equip Repairprs (PM),2131,"$81,308.35"
ASD Purchasing Division,Admin Asst,2118,"$64,007.42"
Public Facilities Department,Asst Dir,2124,"$113,196.64"
Inspectional Services Dept,Admin Asst (Law-General Svcs),2129,"$81,308.30"
Neighborhood Development,Sr Project Manager,2121,"$88,103.60"
Treasury-Treasury Division,First Asst Coll-Trs (Trs/Trs),2128,"$137,143.26"
Dpt of Innovation & Technology,Prin Data Proc Systems Analyst,2136,"$113,451.79"
Property Management,Alarm Technician,2136,"$24,787.67"
Law Department,Admin Asst,2136,"$65,758.93"
ASD Purchasing Division,Prin Admin Asst,2136,"$97,647.09"
Inspectional Services Dept,Plumbing And Gasfitting Insp##,2134,"$90,219.16"
Neighborhood Development,Manager of Research & Dev,2130,"$88,103.66"
Traffic Division,Supv-Parking Enforcement,2131,"$81,308.38"
Neighborhood Development,Construction Manager,2136,"$88,103.60"
Boston Police Department,Police Officer Mobile Oper 2$6,2122,"$85,401.02"
Inspectional Services Dept,Prin Admin Asst,2124,"$97,647.06"
ASD Office of Budget Mangmnt,Dep Dir (Capital),2131,"$124,771.15"
Dpt of Innovation & Technology,Prin Data Proc Systems Analyst,2131,"$113,451.83"
Public Facilities Department,Contract Manager (PFD),2125,"$71,218.08"
Treasury-Collecting Division,Dep Collector,2132,"$52,227.52"
Elderly Commission,Scheduler,2131,"$45,304.92"
Neighborhood Development,Assoc Deputy Director,2127,"$115,503.34"
Treasury-Collecting Division,Dep Collector,2127,"$52,231.19"
Boston Police Department,Sr Admin Anl,2136,"$81,306.77"
Parks Department,Prin Admin Asst (P&R),2128,"$80,779.71"
Assessing Department,Supv-Asst Assessors,2132,"$81,592.58"
Public Facilities Department,Sr Project Mangr (PFD),2135,"$113,451.82"
Parks Department,Business Operations Mgr,2124,"$91,154.81"
Neighborhood Development,Dir-Marketing,2124,"$115,503.32"
Boston City Council,SrLegislativAsst&BudgetAnl(CC),2115,"$62,214.20"
Parks Department,Spec Hvy Meo,2131,"$49,198.44"
Parks Department,Gardener Foreperson,2132,"$55,121.26"
Boston Police Department,Dep Dir of Human Resources BPD,2131,"$105,474.31"
Boston City Council,DirofLegislativ Budge Anls(CC),2128,"$89,018.74"
Boston Retirement System,Prin Admin Asst,2124,"$104,878.20"
Parks Department,Admin Secretary,2124,"$55,121.53"
Neighborhood Development,Sr Housing Develop Offcr,2131,"$95,106.62"
ASD Purchasing Division,Buyer/Purchasing,2132,"$62,473.01"
Parks Department,Supn-Park Maint,2124,"$51,546.35"
Cemetery Division,Grave Digger,2122,"$24,817.69"
Boston City Council,City Councilor,2132,"$99,499.92"
